scenario,wall_u,window_u,window_shgc,roof_u,transmittance,heating_load,heating_load_m2 ,cooling_load,cooling_load_m2
1461,0.26,0.75,0.43,0.1,0.2,3482.64,19.44,662.51,3.7
1462,0.26,0.75,0.43,0.1,0.4,3264.46,18.22,917.41,5.12
1463,0.26,0.75,0.43,0.1,0.6,3075.18,17.16,1204.69,6.72
1464,0.26,0.75,0.43,0.1,0.8,2921.97,16.31,1531.35,8.55
1465,0.26,0.75,0.43,0.17,0.2,3758,20.97,618.33,3.45
1466,0.26,0.75,0.43,0.17,0.4,3532.92,19.72,864.82,4.83
1467,0.26,0.75,0.43,0.17,0.6,3335.57,18.62,1143.36,6.38
1468,0.26,0.75,0.43,0.17,0.8,3175.22,17.72,1459.38,8.15
1469,0.26,0.75,0.43,0.25,0.2,4069.04,22.71,576.77,3.22
1470,0.26,0.75,0.43,0.25,0.4,3836.64,21.41,815.18,4.55
1471,0.26,0.75,0.43,0.25,0.6,3629.58,20.26,1084.72,6.05
1472,0.26,0.75,0.43,0.25,0.8,3461.26,19.32,1390.36,7.76
1473,0.26,0.75,0.43,0.32,0.2,4331.65,24.18,546.1,3.05
1474,0.26,0.75,0.43,0.32,0.4,4095.04,22.86,778.64,4.35
1475,0.26,0.75,0.43,0.32,0.6,3880.44,21.66,1041.75,5.81
1476,0.26,0.75,0.43,0.32,0.8,3703.5,20.67,1339.08,7.47
1477,0.26,0.75,0.43,0.4,0.2,4618.59,25.78,515.8,2.88
1478,0.26,0.75,0.43,0.4,0.4,4379.06,24.44,742.86,4.15
1479,0.26,0.75,0.43,0.4,0.6,4158.7,23.21,999.85,5.58
1480,0.26,0.75,0.43,0.4,0.8,3972.04,22.17,1289.33,7.2
1481,0.26,0.75,0.51,0.1,0.2,3435.3,19.17,713.09,3.98
1482,0.26,0.75,0.51,0.1,0.4,3180.84,17.75,1033.23,5.77
1483,0.26,0.75,0.51,0.1,0.6,2976.92,16.61,1405.07,7.84
1484,0.26,0.75,0.51,0.1,0.8,2804.66,15.65,1831.05,10.22
1485,0.26,0.75,0.51,0.17,0.2,3709.18,20.7,667.04,3.72
1486,0.26,0.75,0.51,0.17,0.4,3446.19,19.23,977.23,5.45
1487,0.26,0.75,0.51,0.17,0.6,3232.03,18.04,1337.05,7.46
1488,0.26,0.75,0.51,0.17,0.8,3054.99,17.05,1750.61,9.77
1489,0.26,0.75,0.51,0.25,0.2,4018.87,22.43,623.84,3.48
1490,0.26,0.75,0.51,0.25,0.4,3746.15,20.91,924.1,5.16
1491,0.26,0.75,0.51,0.25,0.6,3520.11,19.65,1271.77,7.1
1492,0.26,0.75,0.51,0.25,0.8,3337.95,18.63,1672.65,9.34
1493,0.26,0.75,0.51,0.32,0.2,4280.73,23.89,591.95,3.3
1494,0.26,0.75,0.51,0.32,0.4,4002.04,22.34,884.95,4.94
1495,0.26,0.75,0.51,0.32,0.6,3765.07,21.01,1223.67,6.83
1496,0.26,0.75,0.51,0.32,0.8,3576.92,19.96,1614.86,9.01
1497,0.26,0.75,0.51,0.4,0.2,4567.11,25.49,560.46,3.13
1498,0.26,0.75,0.51,0.4,0.4,4284.41,23.91,846.71,4.73
1499,0.26,0.75,0.51,0.4,0.6,4037.26,22.53,1177,6.57
1500,0.26,0.75,0.51,0.4,0.8,3840.46,21.43,1558.31,8.7
1501,0.26,0.75,0.59,0.1,0.2,3391.62,18.93,762.08,4.25
1502,0.26,0.75,0.59,0.1,0.4,3108.37,17.35,1147.61,6.41
1503,0.26,0.75,0.59,0.1,0.6,2891.63,16.14,1606.99,8.97
1504,0.26,0.75,0.59,0.1,0.8,2699.57,15.07,2130.05,11.89
1505,0.26,0.75,0.59,0.17,0.2,3664.16,20.45,714.3,3.99
1506,0.26,0.75,0.59,0.17,0.4,3370.35,18.81,1088.12,6.07
1507,0.26,0.75,0.59,0.17,0.6,3144.18,17.55,1532.66,8.55
1508,0.26,0.75,0.59,0.17,0.8,2946.56,16.45,2042.72,11.4
1509,0.26,0.75,0.59,0.25,0.2,3972.46,22.17,669.54,3.74
1510,0.26,0.75,0.59,0.25,0.4,3666.08,20.46,1031.38,5.76
1511,0.26,0.75,0.59,0.25,0.6,3429.29,19.14,1461.41,8.16
1512,0.26,0.75,0.59,0.25,0.8,3226.92,18.01,1957.04,10.92
1513,0.26,0.75,0.59,0.32,0.2,4233.57,23.63,636.51,3.55
1514,0.26,0.75,0.59,0.32,0.4,3918.68,21.87,989.67,5.52
1515,0.26,0.75,0.59,0.32,0.6,3670.39,20.49,1408.42,7.86
1516,0.26,0.75,0.59,0.32,0.8,3463.88,19.33,1892.7,10.56
1517,0.26,0.75,0.59,0.4,0.2,4519.38,25.22,603.93,3.37
1518,0.26,0.75,0.59,0.4,0.4,4198.59,23.43,949,5.3
1519,0.26,0.75,0.59,0.4,0.6,3937.23,21.97,1356.69,7.57
1520,0.26,0.75,0.59,0.4,0.8,3724.42,20.79,1829.17,10.21
1521,0.26,0.75,0.67,0.1,0.2,3351.43,18.71,807.67,4.51
1522,0.26,0.75,0.67,0.1,0.4,3045.98,17,1257.51,7.02
1523,0.26,0.75,0.67,0.1,0.6,2814.3,15.71,1801.67,10.06
1524,0.26,0.75,0.67,0.1,0.8,2606.08,14.55,2414.49,13.48
1525,0.26,0.75,0.67,0.17,0.2,3622.77,20.22,758.46,4.23
1526,0.26,0.75,0.67,0.17,0.4,3304.79,18.44,1194.51,6.67
1527,0.26,0.75,0.67,0.17,0.6,3064.89,17.11,1722.01,9.61
1528,0.26,0.75,0.67,0.17,0.8,2850.2,15.91,2322.83,12.96
1529,0.26,0.75,0.67,0.25,0.2,3929.81,21.93,712.26,3.98
1530,0.26,0.75,0.67,0.25,0.4,3597.03,20.08,1134.06,6.33
1531,0.26,0.75,0.67,0.25,0.6,3348.07,18.69,1644.91,9.18
1532,0.26,0.75,0.67,0.25,0.8,3127.6,17.46,2231.9,12.46
1533,0.26,0.75,0.67,0.32,0.2,4190.18,23.39,678.19,3.79
1534,0.26,0.75,0.67,0.32,0.4,3846.41,21.47,1089.74,6.08
1535,0.26,0.75,0.67,0.32,0.6,3587.29,20.02,1587.88,8.86
1536,0.26,0.75,0.67,0.32,0.8,3362.92,18.77,2162.44,12.07
1537,0.26,0.75,0.67,0.4,0.2,4475.41,24.98,644.65,3.6
1538,0.26,0.75,0.67,0.4,0.4,4123.1,23.01,1046.59,5.84
1539,0.26,0.75,0.67,0.4,0.6,3851.19,21.49,1532,8.55
1540,0.26,0.75,0.67,0.4,0.8,3621.4,20.21,2093.47,11.68
1541,0.26,0.75,0.75,0.1,0.2,3310.8,18.48,857.9,4.79
1542,0.26,0.75,0.75,0.1,0.4,2987.23,16.67,1381.02,7.71
1543,0.26,0.75,0.75,0.1,0.6,2736.95,15.28,2018.09,11.26
1544,0.26,0.75,0.75,0.1,0.8,2512.65,14.02,2726.71,15.22
1545,0.26,0.75,0.75,0.17,0.2,3580.71,19.98,807.06,4.5
1546,0.26,0.75,0.75,0.17,0.4,3242.75,18.1,1313.76,7.33
1547,0.26,0.75,0.75,0.17,0.6,2985.13,16.66,1932.96,10.79
1548,0.26,0.75,0.75,0.17,0.8,2753.76,15.37,2630.17,14.68
1549,0.26,0.75,0.75,0.25,0.2,3886.33,21.69,759.3,4.24
1550,0.26,0.75,0.75,0.25,0.4,3531.36,19.71,1249.24,6.97
1551,0.26,0.75,0.75,0.25,0.6,3266.54,18.23,1849.98,10.33
1552,0.26,0.75,0.75,0.25,0.8,3028.16,16.9,2534.68,14.15
1553,0.26,0.75,0.75,0.32,0.2,4145.81,23.14,724.1,4.04
1554,0.26,0.75,0.75,0.32,0.4,3776.96,21.08,1201.76,6.71
1555,0.26,0.75,0.75,0.32,0.6,3504.14,19.56,1787.91,9.98
1556,0.26,0.75,0.75,0.32,0.8,3262.01,18.21,2461.36,13.74
1557,0.26,0.75,0.75,0.4,0.2,4430.52,24.73,689.52,3.85
1558,0.26,0.75,0.75,0.4,0.4,4049.89,22.6,1155.67,6.45
1559,0.26,0.75,0.75,0.4,0.6,3765.62,21.02,1726.95,9.64
1560,0.26,0.75,0.75,0.4,0.8,3518.72,19.64,2387.55,13.33
1561,0.26,1.08,0.35,0.1,0.2,4126.73,23.03,494.49,2.76
1562,0.26,1.08,0.35,0.1,0.4,3930.9,21.94,668.07,3.73
1563,0.26,1.08,0.35,0.1,0.6,3749.42,20.93,866.16,4.83
1564,0.26,1.08,0.35,0.1,0.8,3582.05,19.99,1084.22,6.05
1565,0.26,1.08,0.35,0.17,0.2,4409.82,24.61,458.79,2.56
1566,0.26,1.08,0.35,0.17,0.4,4209.16,23.49,625.81,3.49
1567,0.26,1.08,0.35,0.17,0.6,4022.56,22.45,817.36,4.56
1568,0.26,1.08,0.35,0.17,0.8,3850.08,21.49,1029.24,5.74
1569,0.26,1.08,0.35,0.25,0.2,4727.43,26.39,425.32,2.37
1570,0.26,1.08,0.35,0.25,0.4,4522.71,25.24,585.84,3.27
1571,0.26,1.08,0.35,0.25,0.6,4331.51,24.18,771.47,4.31
1572,0.26,1.08,0.35,0.25,0.8,4152.83,23.18,977.04,5.45
1573,0.26,1.08,0.35,0.32,0.2,4994.4,27.88,400.63,2.24
1574,0.26,1.08,0.35,0.32,0.4,4787.06,26.72,556.18,3.1
1575,0.26,1.08,0.35,0.32,0.6,4593.24,25.64,737.54,4.12
1576,0.26,1.08,0.35,0.32,0.8,4410.54,24.62,938.47,5.24
1577,0.26,1.08,0.35,0.4,0.2,5286.34,29.5,376.57,2.1
1578,0.26,1.08,0.35,0.4,0.4,5075.79,28.33,526.75,2.94
1579,0.26,1.08,0.35,0.4,0.6,4879.68,27.23,704.05,3.93
1580,0.26,1.08,0.35,0.4,0.8,4694.14,26.2,900.59,5.03
1581,0.26,1.08,0.43,0.1,0.2,4077.05,22.76,534.33,2.98
1582,0.26,1.08,0.43,0.1,0.4,3840.06,21.43,762.35,4.25
1583,0.26,1.08,0.43,0.1,0.6,3624.4,20.23,1024.19,5.72
1584,0.26,1.08,0.43,0.1,0.8,3436.56,19.18,1317.62,7.35
1585,0.26,1.08,0.43,0.17,0.2,4359.04,24.33,496.95,2.77
1586,0.26,1.08,0.43,0.17,0.4,4115.87,22.97,716.89,4
1587,0.26,1.08,0.43,0.17,0.6,3893.84,21.73,970.83,5.42
1588,0.26,1.08,0.43,0.17,0.8,3699.29,20.65,1256.35,7.01
1589,0.26,1.08,0.43,0.25,0.2,4675.54,26.1,461.76,2.58
1590,0.26,1.08,0.43,0.25,0.4,4427.27,24.71,674.09,3.76
1591,0.26,1.08,0.43,0.25,0.6,4198.42,23.43,920.24,5.14
1592,0.26,1.08,0.43,0.25,0.8,3995.03,22.3,1197.23,6.68
1593,0.26,1.08,0.43,0.32,0.2,4941.85,27.58,435.78,2.43
1594,0.26,1.08,0.43,0.32,0.4,4690.46,26.18,642.4,3.59
1595,0.26,1.08,0.43,0.32,0.6,4457.27,24.88,882.89,4.93
1596,0.26,1.08,0.43,0.32,0.8,4246.85,23.7,1153.57,6.44
1597,0.26,1.08,0.43,0.4,0.2,5232.98,29.21,410.25,2.29
1598,0.26,1.08,0.43,0.4,0.4,4978.07,27.78,610.84,3.41
1599,0.26,1.08,0.43,0.4,0.6,4741.76,26.47,846.19,4.72
1600,0.26,1.08,0.43,0.4,0.8,4525.36,25.26,1110.91,6.2
1601,0.26,1.08,0.51,0.1,0.2,4027.88,22.48,576.35,3.22
1602,0.26,1.08,0.51,0.1,0.4,3751.5,20.94,862.77,4.82
1603,0.26,1.08,0.51,0.1,0.6,3508.29,19.58,1195.13,6.67
1604,0.26,1.08,0.51,0.1,0.8,3311.2,18.48,1576.28,8.8
1605,0.26,1.08,0.51,0.17,0.2,4308.69,24.05,537.39,3
1606,0.26,1.08,0.51,0.17,0.4,4024.65,22.46,814.06,4.54
1607,0.26,1.08,0.51,0.17,0.6,3773.73,21.06,1136.92,6.35
1608,0.26,1.08,0.51,0.17,0.8,3568.05,19.91,1507.3,8.41
1609,0.26,1.08,0.51,0.25,0.2,4624.19,25.81,500.58,2.79
1610,0.26,1.08,0.51,0.25,0.4,4333.61,24.19,768.24,4.29
1611,0.26,1.08,0.51,0.25,0.6,4072.65,22.73,1081.26,6.03
1612,0.26,1.08,0.51,0.25,0.8,3857.68,21.53,1440.75,8.04
1613,0.26,1.08,0.51,0.32,0.2,4889.82,27.29,473.33,2.64
1614,0.26,1.08,0.51,0.32,0.4,4595.36,25.65,734.38,4.1
1615,0.26,1.08,0.51,0.32,0.6,4327.51,24.15,1040.34,5.81
1616,0.26,1.08,0.51,0.32,0.8,4103.11,22.9,1391.08,7.76
1617,0.26,1.08,0.51,0.4,0.2,5180.16,28.91,446.42,2.49
1618,0.26,1.08,0.51,0.4,0.4,4881.83,27.25,700.96,3.91
1619,0.26,1.08,0.51,0.4,0.6,4608.96,25.72,1000.39,5.58
1620,0.26,1.08,0.51,0.4,0.8,4374.91,24.42,1342.91,7.5
1621,0.26,1.08,0.59,0.1,0.2,3982.78,22.23,617.45,3.45
1622,0.26,1.08,0.59,0.1,0.4,3671.57,20.49,961.45,5.37
1623,0.26,1.08,0.59,0.1,0.6,3410.07,19.03,1366.21,7.63
1624,0.26,1.08,0.59,0.1,0.8,3202.8,17.88,1839.11,10.26
1625,0.26,1.08,0.59,0.17,0.2,4262.32,23.79,576.96,3.22
1626,0.26,1.08,0.59,0.17,0.4,3942.35,22,909.8,5.08
1627,0.26,1.08,0.59,0.17,0.6,3671.51,20.49,1303.57,7.28
1628,0.26,1.08,0.59,0.17,0.8,3456.42,19.29,1762.48,9.84
1629,0.26,1.08,0.59,0.25,0.2,4576.99,25.55,538.66,3.01
1630,0.26,1.08,0.59,0.25,0.4,4248.67,23.71,860.98,4.81
1631,0.26,1.08,0.59,0.25,0.6,3965.78,22.13,1243.02,6.94
1632,0.26,1.08,0.59,0.25,0.8,3743.06,20.89,1688.78,9.43
1633,0.26,1.08,0.59,0.32,0.2,4841.98,27.02,510.29,2.85
1634,0.26,1.08,0.59,0.32,0.4,4508.66,25.16,824.97,4.6
1635,0.26,1.08,0.59,0.32,0.6,4216.37,23.53,1198.36,6.69
1636,0.26,1.08,0.59,0.32,0.8,3985.65,22.24,1634.13,9.12
1637,0.26,1.08,0.59,0.4,0.2,5131.61,28.64,482.16,2.69
1638,0.26,1.08,0.59,0.4,0.4,4794,26.76,789.55,4.41
1639,0.26,1.08,0.59,0.4,0.6,4493.68,25.08,1154.67,6.44
1640,0.26,1.08,0.59,0.4,0.8,4252.48,23.73,1580.28,8.82
1641,0.26,1.08,0.67,0.1,0.2,3933.39,21.95,665.07,3.71
1642,0.26,1.08,0.67,0.1,0.4,3586.24,20.02,1076.55,6.01
1643,0.26,1.08,0.67,0.1,0.6,3313.29,18.49,1571.55,8.77
1644,0.26,1.08,0.67,0.1,0.8,3086.74,17.23,2150.74,12
1645,0.26,1.08,0.67,0.17,0.2,4211.67,23.51,622.91,3.48
1646,0.26,1.08,0.67,0.17,0.4,3854.32,21.51,1021.71,5.7
1647,0.26,1.08,0.67,0.17,0.6,3570.21,19.93,1502.68,8.39
1648,0.26,1.08,0.67,0.17,0.8,3337.43,18.63,2066.6,11.53
1649,0.26,1.08,0.67,0.25,0.2,4525.25,25.26,583.03,3.25
1650,0.26,1.08,0.67,0.25,0.4,4157.15,23.2,969.64,5.41
1651,0.26,1.08,0.67,0.25,0.6,3859.89,21.54,1436.22,8.02
1652,0.26,1.08,0.67,0.25,0.8,3621.13,20.21,1984.71,11.08
1653,0.26,1.08,0.67,0.32,0.2,4789.61,26.73,553.45,3.09
1654,0.26,1.08,0.67,0.32,0.4,4414.92,24.64,931.18,5.2
1655,0.26,1.08,0.67,0.32,0.6,4105.35,22.91,1386.62,7.74
1656,0.26,1.08,0.67,0.32,0.8,3861.14,21.55,1923.3,10.73
1657,0.26,1.08,0.67,0.4,0.2,5078.39,28.34,524.09,2.93
1658,0.26,1.08,0.67,0.4,0.4,4698.57,26.22,893.41,4.99
1659,0.26,1.08,0.67,0.4,0.6,4377.19,24.43,1338.5,7.47
1660,0.26,1.08,0.67,0.4,0.8,4124.96,23.02,1863,10.4
1661,0.26,1.08,0.75,0.1,0.2,3891.46,21.72,707.48,3.95
1662,0.26,1.08,0.75,0.1,0.4,3517.21,19.63,1180.62,6.59
1663,0.26,1.08,0.75,0.1,0.6,3234.37,18.05,1759.92,9.82
1664,0.26,1.08,0.75,0.1,0.8,2990.32,16.69,2431.2,13.57
1665,0.26,1.08,0.75,0.17,0.2,4168.65,23.27,663.86,3.71
1666,0.26,1.08,0.75,0.17,0.4,3782.89,21.11,1122.79,6.27
1667,0.26,1.08,0.75,0.17,0.6,3488.82,19.47,1685.27,9.41
1668,0.26,1.08,0.75,0.17,0.8,3238.72,18.08,2342.2,13.07
1669,0.26,1.08,0.75,0.25,0.2,4481.24,25.01,622.67,3.48
1670,0.26,1.08,0.75,0.25,0.4,4082.22,22.78,1067.56,5.96
1671,0.26,1.08,0.75,0.25,0.6,3776.32,21.08,1613.95,9.01
1672,0.26,1.08,0.75,0.25,0.8,3520.14,19.65,2254.43,12.58
1673,0.26,1.08,0.75,0.32,0.2,4745.18,26.48,592.12,3.3
1674,0.26,1.08,0.75,0.32,0.4,4337.43,24.21,1026.93,5.73
1675,0.26,1.08,0.75,0.32,0.6,4019.5,22.43,1560.73,8.71
1676,0.26,1.08,0.75,0.32,0.8,3758.12,20.98,2187.98,12.21
1677,0.26,1.08,0.75,0.4,0.2,5033.34,28.09,561.71,3.14
1678,0.26,1.08,0.75,0.4,0.4,4619.15,25.78,987.24,5.51
1679,0.26,1.08,0.75,0.4,0.6,4287.38,23.93,1508.33,8.42
1680,0.26,1.08,0.75,0.4,0.8,4019.73,22.44,2122.04,11.84
1681,0.26,1.41,0.35,0.1,0.2,4656.18,25.99,411.5,2.3
1682,0.26,1.41,0.35,0.1,0.4,4444.52,24.81,566.96,3.16
1683,0.26,1.41,0.35,0.1,0.6,4250.3,23.72,751.51,4.19
1684,0.26,1.41,0.35,0.1,0.8,4069.11,22.71,958.18,5.35
1685,0.26,1.41,0.35,0.17,0.2,4944.37,27.6,380.92,2.13
1686,0.26,1.41,0.35,0.17,0.4,4727.83,26.39,529.57,2.96
1687,0.26,1.41,0.35,0.17,0.6,4528.91,25.28,707.97,3.95
1688,0.26,1.41,0.35,0.17,0.8,4342.63,24.24,908.35,5.07
1689,0.26,1.41,0.35,0.25,0.2,5266.34,29.39,352.35,1.97
1690,0.26,1.41,0.35,0.25,0.4,5045.56,28.16,494.3,2.76
1691,0.26,1.41,0.35,0.25,0.6,4842.91,27.03,666.77,3.72
1692,0.26,1.41,0.35,0.25,0.8,4651.89,25.96,861.21,4.81
1693,0.26,1.41,0.35,0.32,0.2,5536.42,30.9,331.19,1.85
1694,0.26,1.41,0.35,0.32,0.4,5312.86,29.65,468.09,2.61
1695,0.26,1.41,0.35,0.32,0.6,5107.5,28.51,636.08,3.55
1696,0.26,1.41,0.35,0.32,0.8,4913.93,27.43,826.34,4.61
1697,0.26,1.41,0.35,0.4,0.2,5831.22,32.55,310.54,1.73
1698,0.26,1.41,0.35,0.4,0.4,5605.03,31.28,442.35,2.47
1699,0.26,1.41,0.35,0.4,0.6,5396.81,30.12,605.45,3.38
1700,0.26,1.41,0.35,0.4,0.8,5200.89,29.03,791.8,4.42
1701,0.26,1.41,0.43,0.1,0.2,4603.99,25.7,445.08,2.48
1702,0.26,1.41,0.43,0.1,0.4,4350.53,24.28,650.71,3.63
1703,0.26,1.41,0.43,0.1,0.6,4119.88,22.99,895.16,5
1704,0.26,1.41,0.43,0.1,0.8,3909.71,21.82,1170.94,6.54
1705,0.26,1.41,0.43,0.17,0.2,4890.92,27.3,412.84,2.3
1706,0.26,1.41,0.43,0.17,0.4,4631.54,25.85,610.38,3.41
1707,0.26,1.41,0.43,0.17,0.6,4394.74,24.53,847.16,4.73
1708,0.26,1.41,0.43,0.17,0.8,4178.74,23.32,1115.08,6.22
1709,0.26,1.41,0.43,0.25,0.2,5211.98,29.09,382.78,2.14
1710,0.26,1.41,0.43,0.25,0.4,4947.44,27.61,572.09,3.19
1711,0.26,1.41,0.43,0.25,0.6,4705.62,26.26,801.8,4.48
1712,0.26,1.41,0.43,0.25,0.8,4481.8,25.01,1062.11,5.93
1713,0.26,1.41,0.43,0.32,0.2,5481.27,30.59,360.47,2.01
1714,0.26,1.41,0.43,0.32,0.4,5213.4,29.1,543.74,3.03
1715,0.26,1.41,0.43,0.32,0.6,4968.51,27.73,768.24,4.29
1716,0.26,1.41,0.43,0.32,0.8,4739.76,26.45,1023.02,5.71
1717,0.26,1.41,0.43,0.4,0.2,5775.42,32.23,338.72,1.89
1718,0.26,1.41,0.43,0.4,0.4,5504.25,30.72,515.57,2.88
1719,0.26,1.41,0.43,0.4,0.6,5256.12,29.34,734.94,4.1
1720,0.26,1.41,0.43,0.4,0.8,5023.78,28.04,984.61,5.5
1721,0.26,1.41,0.51,0.1,0.2,4551.16,25.4,482.18,2.69
1722,0.26,1.41,0.51,0.1,0.4,4256.04,23.75,743.97,4.15
1723,0.26,1.41,0.51,0.1,0.6,3990.93,22.27,1055.62,5.89
1724,0.26,1.41,0.51,0.1,0.8,3760.7,20.99,1411.74,7.88
1725,0.26,1.41,0.51,0.17,0.2,4836.81,27,448.23,2.5
1726,0.26,1.41,0.51,0.17,0.4,4534.76,25.31,700.66,3.91
1727,0.26,1.41,0.51,0.17,0.6,4262.25,23.79,1003.05,5.6
1728,0.26,1.41,0.51,0.17,0.8,4025.34,22.47,1350.17,7.54
1729,0.26,1.41,0.51,0.25,0.2,5156.84,28.78,416.5,2.32
1730,0.26,1.41,0.51,0.25,0.4,4848.88,27.06,659.65,3.68
1731,0.26,1.41,0.51,0.25,0.6,4568.72,25.5,953.26,5.32
1732,0.26,1.41,0.51,0.25,0.8,4322.48,24.12,1290.59,7.2
1733,0.26,1.41,0.51,0.32,0.2,5425.42,30.28,392.95,2.19
1734,0.26,1.41,0.51,0.32,0.4,5113.52,28.54,629.09,3.51
1735,0.26,1.41,0.51,0.32,0.6,4829.07,26.95,916.34,5.11
1736,0.26,1.41,0.51,0.32,0.8,4574.65,25.53,1246.47,6.96
1737,0.26,1.41,0.51,0.4,0.2,5718.84,31.92,369.95,2.06
1738,0.26,1.41,0.51,0.4,0.4,5402.91,30.16,598.62,3.34
1739,0.26,1.41,0.51,0.4,0.6,5114.77,28.55,879.93,4.91
1740,0.26,1.41,0.51,0.4,0.8,4853.68,27.09,1203.35,6.72
1741,0.26,1.41,0.59,0.1,0.2,4503.92,25.14,517.91,2.89
1742,0.26,1.41,0.59,0.1,0.4,4172.32,23.29,833.84,4.65
1743,0.26,1.41,0.59,0.1,0.6,3880.92,21.66,1212.44,6.77
1744,0.26,1.41,0.59,0.1,0.8,3642.54,20.33,1651.54,9.22
1745,0.26,1.41,0.59,0.17,0.2,4788.45,26.73,482.41,2.69
1746,0.26,1.41,0.59,0.17,0.4,4448.68,24.83,787.74,4.4
1747,0.26,1.41,0.59,0.17,0.6,4149.12,23.16,1155.51,6.45
1748,0.26,1.41,0.59,0.17,0.8,3902.45,21.78,1583.44,8.84
1749,0.26,1.41,0.59,0.25,0.2,5107.47,28.51,449.14,2.51
1750,0.26,1.41,0.59,0.25,0.4,4761,26.57,744.16,4.15
1751,0.26,1.41,0.59,0.25,0.6,4450.93,24.84,1101.12,6.15
1752,0.26,1.41,0.59,0.25,0.8,4194.19,23.41,1517.37,8.47
1753,0.26,1.41,0.59,0.32,0.2,5375.58,30,424.46,2.37
1754,0.26,1.41,0.59,0.32,0.4,5024.61,28.04,711.85,3.97
1755,0.26,1.41,0.59,0.32,0.6,4707.75,26.28,1061.17,5.92
1756,0.26,1.41,0.59,0.32,0.8,4441.25,24.79,1468.04,8.19
1757,0.26,1.41,0.59,0.4,0.2,5668.43,31.64,400.25,2.23
1758,0.26,1.41,0.59,0.4,0.4,5312.89,29.65,679.66,3.79
1759,0.26,1.41,0.59,0.4,0.6,4990.98,27.86,1021.98,5.7
1760,0.26,1.41,0.59,0.4,0.8,4714.41,26.31,1419.98,7.93
1761,0.26,1.41,0.67,0.1,0.2,4451.86,24.85,559.85,3.12
1762,0.26,1.41,0.67,0.1,0.4,4081.41,22.78,939.67,5.24
1763,0.26,1.41,0.67,0.1,0.6,3767.15,21.03,1398.86,7.81
1764,0.26,1.41,0.67,0.1,0.8,3519.99,19.65,1940.95,10.83
1765,0.26,1.41,0.67,0.17,0.2,4735.32,26.43,522.72,2.92
1766,0.26,1.41,0.67,0.17,0.4,4355.17,24.31,890.29,4.97
1767,0.26,1.41,0.67,0.17,0.6,4031.97,22.5,1337.56,7.47
1768,0.26,1.41,0.67,0.17,0.8,3776.72,21.08,1864.83,10.41
1769,0.26,1.41,0.67,0.25,0.2,5053.2,28.2,487.72,2.72
1770,0.26,1.41,0.67,0.25,0.4,4664.78,26.04,843.61,4.71
1771,0.26,1.41,0.67,0.25,0.6,4329.34,24.16,1278.24,7.13
1772,0.26,1.41,0.67,0.25,0.8,4065.86,22.69,1791.57,10
1773,0.26,1.41,0.67,0.32,0.2,5320.61,29.7,461.75,2.58
1774,0.26,1.41,0.67,0.32,0.4,4927,27.5,809.09,4.52
1775,0.26,1.41,0.67,0.32,0.6,4581.71,25.57,1234.34,6.89
1776,0.26,1.41,0.67,0.32,0.8,4309.79,24.05,1736.91,9.69
1777,0.26,1.41,0.67,0.4,0.2,5612.86,31.33,436.24,2.43
1778,0.26,1.41,0.67,0.4,0.4,5214.13,29.1,774.94,4.33
1779,0.26,1.41,0.67,0.4,0.6,4860.95,27.13,1191.41,6.65
1780,0.26,1.41,0.67,0.4,0.8,4577.66,25.55,1683.06,9.39
1781,0.26,1.41,0.75,0.1,0.2,4407.37,24.6,598.01,3.34
1782,0.26,1.41,0.75,0.1,0.4,4004.88,22.35,1036.29,5.78
1783,0.26,1.41,0.75,0.1,0.6,3678.4,20.53,1572.56,8.78
1784,0.26,1.41,0.75,0.1,0.8,3417.47,19.07,2208.52,12.33
1785,0.26,1.41,0.75,0.17,0.2,4689.86,26.18,559.52,3.12
1786,0.26,1.41,0.75,0.17,0.4,4276.55,23.87,984.21,5.49
1787,0.26,1.41,0.75,0.17,0.6,3939.44,21.99,1506.54,8.41
1788,0.26,1.41,0.75,0.17,0.8,3671.39,20.49,2126.31,11.87
1789,0.26,1.41,0.75,0.25,0.2,5006.84,27.94,523.11,2.92
1790,0.26,1.41,0.75,0.25,0.4,4583.49,25.58,934.9,5.22
1791,0.26,1.41,0.75,0.25,0.6,4232.78,23.62,1442.47,8.05
1792,0.26,1.41,0.75,0.25,0.8,3958.29,22.09,2046.23,11.42
1793,0.26,1.41,0.75,0.32,0.2,5273.62,29.43,496.08,2.77
1794,0.26,1.41,0.75,0.32,0.4,4844.14,27.04,898.34,5.01
1795,0.26,1.41,0.75,0.32,0.6,4481.46,25.01,1394.9,7.79
1796,0.26,1.41,0.75,0.32,0.8,4200.68,23.45,1986.42,11.09
1797,0.26,1.41,0.75,0.4,0.2,5565.31,31.06,469.31,2.62
1798,0.26,1.41,0.75,0.4,0.4,5130.08,28.63,862.29,4.81
1799,0.26,1.41,0.75,0.4,0.6,4756.46,26.55,1348.57,7.53
1800,0.26,1.41,0.75,0.4,0.8,4466.15,24.93,1927.17,10.76
1801,0.26,1.74,0.35,0.1,0.2,5202.94,29.04,343.91,1.92
1802,0.26,1.74,0.35,0.1,0.4,4972.98,27.76,480.9,2.68
1803,0.26,1.74,0.35,0.1,0.6,4764.76,26.59,650.14,3.63
1804,0.26,1.74,0.35,0.1,0.8,4571.44,25.51,845.21,4.72
1805,0.26,1.74,0.35,0.17,0.2,5495.19,30.67,317.68,1.77
