scenario,wall_u,window_u,window_shgc,roof_u,transmittance,heating_load,heating_load_m2 ,cooling_load,cooling_load_m2
3337,0.42,1.74,0.67,0.4,0.2,7966.77,44.46,242.19,1.35
3338,0.42,1.74,0.67,0.4,0.4,7506.22,41.89,472.62,2.64
3339,0.42,1.74,0.67,0.4,0.6,7102.01,39.64,791.17,4.42
3340,0.42,1.74,0.67,0.4,0.8,6732.22,37.57,1185.59,6.62
3341,0.42,1.74,0.75,0.1,0.2,6740.32,37.62,332.67,1.86
3342,0.42,1.74,0.75,0.1,0.4,6260.53,34.94,638.61,3.56
3343,0.42,1.74,0.75,0.1,0.6,5841.27,32.6,1049.9,5.86
3344,0.42,1.74,0.75,0.1,0.8,5473.48,30.55,1545.83,8.63
3345,0.42,1.74,0.75,0.17,0.2,7035.26,39.27,311.79,1.74
3346,0.42,1.74,0.75,0.17,0.4,6549.66,36.56,608.6,3.4
3347,0.42,1.74,0.75,0.17,0.6,6125.22,34.19,1010.45,5.64
3348,0.42,1.74,0.75,0.17,0.8,5748.48,32.08,1497.07,8.36
3349,0.42,1.74,0.75,0.25,0.2,7356.54,41.06,291.55,1.63
3350,0.42,1.74,0.75,0.25,0.4,6865.5,38.32,579.16,3.23
3351,0.42,1.74,0.75,0.25,0.6,6435.83,35.92,971.7,5.42
3352,0.42,1.74,0.75,0.25,0.8,6051.38,33.77,1449.79,8.09
3353,0.42,1.74,0.75,0.32,0.2,7623.42,42.55,276.56,1.54
3354,0.42,1.74,0.75,0.32,0.4,7128.46,39.79,556.88,3.11
3355,0.42,1.74,0.75,0.32,0.6,6695.22,37.37,941.97,5.26
3356,0.42,1.74,0.75,0.32,0.8,6305.31,35.19,1413.67,7.89
3357,0.42,1.74,0.75,0.4,0.2,7913.06,44.16,262.15,1.46
3358,0.42,1.74,0.75,0.4,0.4,7414.44,41.38,534.83,2.99
3359,0.42,1.74,0.75,0.4,0.6,6977.62,38.94,911.84,5.09
3360,0.42,1.74,0.75,0.4,0.8,6583.19,36.74,1377.13,7.69
3361,0.42,2.07,0.35,0.1,0.2,7606.03,42.45,181.33,1.01
3362,0.42,2.07,0.35,0.1,0.4,7337.52,40.95,269.35,1.5
3363,0.42,2.07,0.35,0.1,0.6,7086.59,39.55,381.19,2.13
3364,0.42,2.07,0.35,0.1,0.8,6855.18,38.26,520.23,2.9
3365,0.42,2.07,0.35,0.17,0.2,7905.74,44.12,167.16,0.93
3366,0.42,2.07,0.35,0.17,0.4,7635.08,42.61,251.13,1.4
3367,0.42,2.07,0.35,0.17,0.6,7381.81,41.2,359.12,2
3368,0.42,2.07,0.35,0.17,0.8,7147.79,39.89,494.26,2.76
3369,0.42,2.07,0.35,0.25,0.2,8231.46,45.94,154.21,0.86
3370,0.42,2.07,0.35,0.25,0.4,7958.63,44.42,233.72,1.3
3371,0.42,2.07,0.35,0.25,0.6,7703.02,42.99,337.61,1.88
3372,0.42,2.07,0.35,0.25,0.8,7466.46,41.67,468.77,2.62
3373,0.42,2.07,0.35,0.32,0.2,8501.43,47.45,145.24,0.81
3374,0.42,2.07,0.35,0.32,0.4,8227.16,45.92,221.15,1.23
3375,0.42,2.07,0.35,0.32,0.6,7969.79,44.48,321.49,1.79
3376,0.42,2.07,0.35,0.32,0.8,7731.32,43.15,449.47,2.51
3377,0.42,2.07,0.35,0.4,0.2,8794.6,49.09,137.15,0.77
3378,0.42,2.07,0.35,0.4,0.4,8518.81,47.55,209.27,1.17
3379,0.42,2.07,0.35,0.4,0.6,8259.56,46.1,305.82,1.71
3380,0.42,2.07,0.35,0.4,0.8,8019.34,44.76,430.45,2.4
3381,0.42,2.07,0.43,0.1,0.2,7544.59,42.11,199.06,1.11
3382,0.42,2.07,0.43,0.1,0.4,7222.45,40.31,315.41,1.76
3383,0.42,2.07,0.43,0.1,0.6,6928.28,38.67,470.68,2.63
3384,0.42,2.07,0.43,0.1,0.8,6661.66,37.18,662.9,3.7
3385,0.42,2.07,0.43,0.17,0.2,7843.9,43.78,183.94,1.03
3386,0.42,2.07,0.43,0.17,0.4,7518.97,41.97,295.51,1.65
3387,0.42,2.07,0.43,0.17,0.6,7221.8,40.31,446.01,2.49
3388,0.42,2.07,0.43,0.17,0.8,6951.84,38.8,633.11,3.53
3389,0.42,2.07,0.43,0.25,0.2,8169.14,45.59,170.05,0.95
3390,0.42,2.07,0.43,0.25,0.4,7841.47,43.77,276.33,1.54
3391,0.42,2.07,0.43,0.25,0.6,7541.31,42.09,421.9,2.35
3392,0.42,2.07,0.43,0.25,0.8,7268.23,40.57,603.95,3.37
3393,0.42,2.07,0.43,0.32,0.2,8438.82,47.1,160.26,0.89
3394,0.42,2.07,0.43,0.32,0.4,8109.1,45.26,262.17,1.46
3395,0.42,2.07,0.43,0.32,0.6,7806.78,43.57,403.65,2.25
3396,0.42,2.07,0.43,0.32,0.8,7531.51,42.04,581.82,3.25
3397,0.42,2.07,0.43,0.4,0.2,8731.67,48.73,151.37,0.84
3398,0.42,2.07,0.43,0.4,0.4,8399.87,46.88,248.64,1.39
3399,0.42,2.07,0.43,0.4,0.6,8095.34,45.18,385.63,2.15
3400,0.42,2.07,0.43,0.4,0.8,7817.94,43.63,559.8,3.12
3401,0.42,2.07,0.51,0.1,0.2,7480.84,41.75,218.83,1.22
3402,0.42,2.07,0.51,0.1,0.4,7105.72,39.66,369.86,2.06
3403,0.42,2.07,0.51,0.1,0.6,6771.22,37.79,576.19,3.22
3404,0.42,2.07,0.51,0.1,0.8,6469.61,36.11,832.89,4.65
3405,0.42,2.07,0.51,0.17,0.2,7779.62,43.42,202.73,1.13
3406,0.42,2.07,0.51,0.17,0.4,7401.12,41.31,348.14,1.94
3407,0.42,2.07,0.51,0.17,0.6,7062.81,39.42,548.78,3.06
3408,0.42,2.07,0.51,0.17,0.8,6757.31,37.71,798.95,4.46
3409,0.42,2.07,0.51,0.25,0.2,8104.38,45.23,187.79,1.05
3410,0.42,2.07,0.51,0.25,0.4,7722.51,43.1,326.99,1.83
3411,0.42,2.07,0.51,0.25,0.6,7380.58,41.19,521.81,2.91
3412,0.42,2.07,0.51,0.25,0.8,7071.48,39.47,765.57,4.27
3413,0.42,2.07,0.51,0.32,0.2,8373.74,46.74,177.14,0.99
3414,0.42,2.07,0.51,0.32,0.4,7989.4,44.59,311.19,1.74
3415,0.42,2.07,0.51,0.32,0.6,7644.73,42.67,501.32,2.8
3416,0.42,2.07,0.51,0.32,0.8,7333,40.93,740.06,4.13
3417,0.42,2.07,0.51,0.4,0.2,8666.26,48.37,167.4,0.93
3418,0.42,2.07,0.51,0.4,0.4,8279.25,46.21,295.86,1.65
3419,0.42,2.07,0.51,0.4,0.6,7932.04,44.27,481.05,2.68
3420,0.42,2.07,0.51,0.4,0.8,7617.76,42.52,714.48,3.99
3421,0.42,2.07,0.59,0.1,0.2,7422.73,41.43,238.12,1.33
3422,0.42,2.07,0.59,0.1,0.4,7001.84,39.08,425.55,2.38
3423,0.42,2.07,0.59,0.1,0.6,6633.32,37.02,684.08,3.82
3424,0.42,2.07,0.59,0.1,0.8,6299.9,35.16,1006.38,5.62
3425,0.42,2.07,0.59,0.17,0.2,7721.06,43.09,221.15,1.23
3426,0.42,2.07,0.59,0.17,0.4,7296.13,40.72,402.18,2.24
3427,0.42,2.07,0.59,0.17,0.6,6923.16,38.64,653.78,3.65
3428,0.42,2.07,0.59,0.17,0.8,6585.71,36.76,968.76,5.41
3429,0.42,2.07,0.59,0.25,0.2,8045.33,44.9,205.22,1.15
3430,0.42,2.07,0.59,0.25,0.4,7616.44,42.51,379.3,2.12
3431,0.42,2.07,0.59,0.25,0.6,7239.14,40.4,623.99,3.48
3432,0.42,2.07,0.59,0.25,0.8,6897.74,38.5,931.6,5.2
3433,0.42,2.07,0.59,0.32,0.2,8314.34,46.4,193.79,1.08
3434,0.42,2.07,0.59,0.32,0.4,7882.48,43.99,362.09,2.02
3435,0.42,2.07,0.59,0.32,0.6,7502.11,41.87,601.42,3.36
3436,0.42,2.07,0.59,0.32,0.8,7157.81,39.95,903.09,5.04
3437,0.42,2.07,0.59,0.4,0.2,8606.54,48.04,183.21,1.02
3438,0.42,2.07,0.59,0.4,0.4,8171.65,45.61,345.24,1.93
3439,0.42,2.07,0.59,0.4,0.6,7788.3,43.47,578.98,3.23
3440,0.42,2.07,0.59,0.4,0.8,7440.98,41.53,874.43,4.88
3441,0.42,2.07,0.67,0.1,0.2,7358.88,41.07,260.76,1.46
3442,0.42,2.07,0.67,0.1,0.4,6890.66,38.46,492.82,2.75
3443,0.42,2.07,0.67,0.1,0.6,6485.78,36.2,815,4.55
3444,0.42,2.07,0.67,0.1,0.8,6118.29,34.15,1215.04,6.78
3445,0.42,2.07,0.67,0.17,0.2,7656.65,42.73,242.85,1.36
3446,0.42,2.07,0.67,0.17,0.4,7183.68,40.09,467.58,2.61
3447,0.42,2.07,0.67,0.17,0.6,6773.68,37.81,781.45,4.36
3448,0.42,2.07,0.67,0.17,0.8,6401.62,35.73,1173.49,6.55
3449,0.42,2.07,0.67,0.25,0.2,7980.41,44.54,225.8,1.26
3450,0.42,2.07,0.67,0.25,0.4,7502.74,41.87,442.84,2.47
3451,0.42,2.07,0.67,0.25,0.6,7088.06,39.56,748.52,4.18
3452,0.42,2.07,0.67,0.25,0.8,6711.24,37.46,1132.47,6.32
3453,0.42,2.07,0.67,0.32,0.2,8249.06,46.04,213.54,1.19
3454,0.42,2.07,0.67,0.32,0.4,7767.92,43.35,424.15,2.37
3455,0.42,2.07,0.67,0.32,0.6,7349.71,41.02,723.36,4.04
3456,0.42,2.07,0.67,0.32,0.8,6969.9,38.9,1100.96,6.14
3457,0.42,2.07,0.67,0.4,0.2,8540.84,47.67,202.03,1.13
3458,0.42,2.07,0.67,0.4,0.4,8056.18,44.96,405.68,2.26
3459,0.42,2.07,0.67,0.4,0.6,7634.6,42.61,698.12,3.9
3460,0.42,2.07,0.67,0.4,0.8,7251.32,40.47,1068.97,5.97
3461,0.42,2.07,0.75,0.1,0.2,7303.92,40.77,281.49,1.57
3462,0.42,2.07,0.75,0.1,0.4,6797.25,37.94,556.07,3.1
3463,0.42,2.07,0.75,0.1,0.6,6361.28,35.5,938.84,5.24
3464,0.42,2.07,0.75,0.1,0.8,5969.83,33.32,1411.45,7.88
3465,0.42,2.07,0.75,0.17,0.2,7601.25,42.42,262.84,1.47
3466,0.42,2.07,0.75,0.17,0.4,7089.13,39.57,529.19,2.95
3467,0.42,2.07,0.75,0.17,0.6,6647.77,37.1,902.53,5.04
3468,0.42,2.07,0.75,0.17,0.8,6249.85,34.88,1366.42,7.63
3469,0.42,2.07,0.75,0.25,0.2,7924.49,44.23,244.95,1.37
3470,0.42,2.07,0.75,0.25,0.4,7407.16,41.34,502.76,2.81
3471,0.42,2.07,0.75,0.25,0.6,6960.53,38.85,866.74,4.84
3472,0.42,2.07,0.75,0.25,0.8,6556.68,36.59,1322.35,7.38
3473,0.42,2.07,0.75,0.32,0.2,8192.8,45.73,231.93,1.29
3474,0.42,2.07,0.75,0.32,0.4,7671.53,42.82,482.71,2.69
3475,0.42,2.07,0.75,0.32,0.6,7221.09,40.3,839.41,4.68
3476,0.42,2.07,0.75,0.32,0.8,6813.47,38.03,1288.39,7.19
3477,0.42,2.07,0.75,0.4,0.2,8484.21,47.35,219.59,1.23
3478,0.42,2.07,0.75,0.4,0.4,7959.03,44.42,462.92,2.58
3479,0.42,2.07,0.75,0.4,0.6,7504.85,41.89,811.97,4.53
3480,0.42,2.07,0.75,0.4,0.8,7093.5,39.59,1254,7
3481,0.42,2.4,0.35,0.1,0.2,8188.18,45.7,149.78,0.84
3482,0.42,2.4,0.35,0.1,0.4,7908.72,44.14,228.31,1.27
3483,0.42,2.4,0.35,0.1,0.6,7644.77,42.67,328.79,1.84
3484,0.42,2.4,0.35,0.1,0.8,7399.29,41.3,455.89,2.54
3485,0.42,2.4,0.35,0.17,0.2,8489.96,47.38,137.73,0.77
3486,0.42,2.4,0.35,0.17,0.4,8208.52,45.81,212.09,1.18
3487,0.42,2.4,0.35,0.17,0.6,7942.39,44.33,308.78,1.72
3488,0.42,2.4,0.35,0.17,0.8,7694.26,42.94,432.14,2.41
3489,0.42,2.4,0.35,0.25,0.2,8817.8,49.21,127.02,0.71
3490,0.42,2.4,0.35,0.25,0.4,8534.44,47.63,197.01,1.1
3491,0.42,2.4,0.35,0.25,0.6,8266.17,46.14,289.39,1.62
3492,0.42,2.4,0.35,0.25,0.8,8015.71,44.74,408.89,2.28
3493,0.42,2.4,0.35,0.32,0.2,9089.48,50.73,119.86,0.67
3494,0.42,2.4,0.35,0.32,0.4,8804.7,49.14,186.22,1.04
3495,0.42,2.4,0.35,0.32,0.6,8534.99,47.64,275.04,1.54
3496,0.42,2.4,0.35,0.32,0.8,8282.87,46.23,391.33,2.18
3497,0.42,2.4,0.35,0.4,0.2,9384.66,52.38,113.4,0.63
3498,0.42,2.4,0.35,0.4,0.4,9098.19,50.78,176.31,0.98
3499,0.42,2.4,0.35,0.4,0.6,8826.84,49.26,261.31,1.46
3500,0.42,2.4,0.35,0.4,0.8,8573.14,47.85,374.09,2.09
3501,0.42,2.4,0.43,0.1,0.2,8124.32,45.34,165.62,0.92
3502,0.42,2.4,0.43,0.1,0.4,7787.8,43.47,269.96,1.51
3503,0.42,2.4,0.43,0.1,0.6,7476.74,41.73,410.2,2.29
3504,0.42,2.4,0.43,0.1,0.8,7194.07,40.15,588.34,3.28
3505,0.42,2.4,0.43,0.17,0.2,8425.66,47.03,152.64,0.85
3506,0.42,2.4,0.43,0.17,0.4,8086.67,45.13,252.02,1.41
3507,0.42,2.4,0.43,0.17,0.6,7772.65,43.38,387.71,2.16
3508,0.42,2.4,0.43,0.17,0.8,7486.59,41.78,561.33,3.13
3509,0.42,2.4,0.43,0.25,0.2,8753.02,48.85,140.87,0.79
3510,0.42,2.4,0.43,0.25,0.4,8411.71,46.95,234.94,1.31
3511,0.42,2.4,0.43,0.25,0.6,8094.92,45.18,365.79,2.04
3512,0.42,2.4,0.43,0.25,0.8,7805.58,43.57,534.67,2.98
3513,0.42,2.4,0.43,0.32,0.2,9024.32,50.37,132.93,0.74
3514,0.42,2.4,0.43,0.32,0.4,8681.38,48.45,222.61,1.24
3515,0.42,2.4,0.43,0.32,0.6,8362.63,46.67,349.34,1.95
3516,0.42,2.4,0.43,0.32,0.8,8071.01,45.05,514.38,2.87
3517,0.42,2.4,0.43,0.4,0.2,9319.02,52.01,125.76,0.7
3518,0.42,2.4,0.43,0.4,0.4,8974.15,50.09,210.95,1.18
3519,0.42,2.4,0.43,0.4,0.6,8653.39,48.3,333.26,1.86
3520,0.42,2.4,0.43,0.4,0.8,8359.75,46.66,494.34,2.76
3521,0.42,2.4,0.51,0.1,0.2,8060.81,44.99,182.43,1.02
3522,0.42,2.4,0.51,0.1,0.4,7669.76,42.81,316.32,1.77
3523,0.42,2.4,0.51,0.1,0.6,7316.61,40.84,503.01,2.81
3524,0.42,2.4,0.51,0.1,0.8,7000.72,39.07,739.5,4.13
3525,0.42,2.4,0.51,0.17,0.2,8361.77,46.67,168.49,0.94
3526,0.42,2.4,0.51,0.17,0.4,7967.59,44.47,296.72,1.66
3527,0.42,2.4,0.51,0.17,0.6,7610.56,42.48,478.07,2.67
3528,0.42,2.4,0.51,0.17,0.8,7290.62,40.69,708.59,3.95
3529,0.42,2.4,0.51,0.25,0.2,8688.74,48.49,155.75,0.87
3530,0.42,2.4,0.51,0.25,0.4,8291.61,46.28,277.78,1.55
3531,0.42,2.4,0.51,0.25,0.6,7931.02,44.27,453.6,2.53
3532,0.42,2.4,0.51,0.25,0.8,7607.22,42.46,678.17,3.79
3533,0.42,2.4,0.51,0.32,0.2,8959.71,50.01,146.95,0.82
3534,0.42,2.4,0.51,0.32,0.4,8560.59,47.78,263.81,1.47
3535,0.42,2.4,0.51,0.32,0.6,8197.44,45.75,435.09,2.43
3536,0.42,2.4,0.51,0.32,0.8,7870.81,43.93,655.1,3.66
3537,0.42,2.4,0.51,0.4,0.2,9254.03,51.65,139.07,0.78
3538,0.42,2.4,0.51,0.4,0.4,8852.63,49.41,250.49,1.4
3539,0.42,2.4,0.51,0.4,0.6,8487.11,47.37,416.79,2.33
3540,0.42,2.4,0.51,0.4,0.8,8157.91,45.53,632.11,3.53
3541,0.42,2.4,0.59,0.1,0.2,8001.25,44.66,199.29,1.11
3542,0.42,2.4,0.59,0.1,0.4,7561.61,42.2,365.56,2.04
3543,0.42,2.4,0.59,0.1,0.6,7172.92,40.03,600.95,3.35
3544,0.42,2.4,0.59,0.1,0.8,6826.6,38.1,900.49,5.03
3545,0.42,2.4,0.59,0.17,0.2,8301.74,46.33,184.47,1.03
3546,0.42,2.4,0.59,0.17,0.4,7858.3,43.86,344.39,1.92
3547,0.42,2.4,0.59,0.17,0.6,7465.12,41.66,573.66,3.2
3548,0.42,2.4,0.59,0.17,0.8,7114.33,39.71,865.98,4.83
3549,0.42,2.4,0.59,0.25,0.2,8628.38,48.16,170.84,0.95
3550,0.42,2.4,0.59,0.25,0.4,8181.39,45.66,323.77,1.81
3551,0.42,2.4,0.59,0.25,0.6,7783.8,43.44,546.71,3.05
3552,0.42,2.4,0.59,0.25,0.8,7428.85,41.46,831.97,4.64
3553,0.42,2.4,0.59,0.32,0.2,8899.08,49.67,161.21,0.9
3554,0.42,2.4,0.59,0.32,0.4,8449.63,47.16,308.37,1.72
3555,0.42,2.4,0.59,0.32,0.6,8049.03,44.92,526.16,2.94
3556,0.42,2.4,0.59,0.32,0.8,7690.83,42.92,805.94,4.5
3557,0.42,2.4,0.59,0.4,0.2,9193.04,51.31,152.54,0.85
3558,0.42,2.4,0.59,0.4,0.4,8740.93,48.79,293.45,1.64
3559,0.42,2.4,0.59,0.4,0.6,8337.6,46.53,505.83,2.82
3560,0.42,2.4,0.59,0.4,0.8,7976.25,44.52,779.69,4.35
3561,0.42,2.4,0.67,0.1,0.2,7935.29,44.29,219.17,1.22
3562,0.42,2.4,0.67,0.1,0.4,7444.09,41.55,426.02,2.38
3563,0.42,2.4,0.67,0.1,0.6,7019.16,39.18,721.14,4.02
3564,0.42,2.4,0.67,0.1,0.8,6638.51,37.05,1097.27,6.12
3565,0.42,2.4,0.67,0.17,0.2,8235.28,45.96,203.36,1.14
3566,0.42,2.4,0.67,0.17,0.4,7739.58,43.2,403.07,2.25
3567,0.42,2.4,0.67,0.17,0.6,7309.24,40.79,690.69,3.85
3568,0.42,2.4,0.67,0.17,0.8,6924.05,38.64,1058.64,5.91
3569,0.42,2.4,0.67,0.25,0.2,8561.41,47.78,188.73,1.05
3570,0.42,2.4,0.67,0.25,0.4,8061.5,44.99,380.66,2.12
3571,0.42,2.4,0.67,0.25,0.6,7626.03,42.56,660.78,3.69
3572,0.42,2.4,0.67,0.25,0.8,7236.1,40.39,1020.49,5.7
3573,0.42,2.4,0.67,0.32,0.2,8831.85,49.29,178.29,1
3574,0.42,2.4,0.67,0.32,0.4,8328.97,46.49,363.83,2.03
3575,0.42,2.4,0.67,0.32,0.6,7889.74,44.03,638.08,3.56
3576,0.42,2.4,0.67,0.32,0.8,7496.41,41.84,991.25,5.53
3577,0.42,2.4,0.67,0.4,0.2,9125.5,50.93,168.76,0.94
3578,0.42,2.4,0.67,0.4,0.4,8619.51,48.11,347.34,1.94
3579,0.42,2.4,0.67,0.4,0.6,8177.02,45.64,615.44,3.43
3580,0.42,2.4,0.67,0.4,0.8,7780.08,43.42,961.74,5.37
3581,0.42,2.4,0.75,0.1,0.2,7879.11,43.98,237.35,1.32
3582,0.42,2.4,0.75,0.1,0.4,7346.74,41,482.8,2.69
3583,0.42,2.4,0.75,0.1,0.6,6891.96,38.47,834.91,4.66
3584,0.42,2.4,0.75,0.1,0.8,6483.56,36.19,1281.98,7.16
3585,0.42,2.4,0.75,0.17,0.2,8178.7,45.65,220.7,1.23
3586,0.42,2.4,0.75,0.17,0.4,7641.01,42.65,458.4,2.56
3587,0.42,2.4,0.75,0.17,0.6,7180.5,40.08,801.85,4.48
3588,0.42,2.4,0.75,0.17,0.8,6766.99,37.77,1240.14,6.92
3589,0.42,2.4,0.75,0.25,0.2,8504.41,47.47,205.12,1.14
3590,0.42,2.4,0.75,0.25,0.4,7961.81,44.44,434.45,2.42
3591,0.42,2.4,0.75,0.25,0.6,7495.77,41.84,769.22,4.29
3592,0.42,2.4,0.75,0.25,0.8,7076.92,39.5,1198.82,6.69
3593,0.42,2.4,0.75,0.32,0.2,8774.54,48.97,193.98,1.08
3594,0.42,2.4,0.75,0.32,0.4,8228.47,45.93,416.33,2.32
3595,0.42,2.4,0.75,0.32,0.6,7758.27,43.3,744.21,4.15
3596,0.42,2.4,0.75,0.32,0.8,7335.9,40.94,1166.92,6.51
3597,0.42,2.4,0.75,0.4,0.2,9067.86,50.61,183.68,1.03
3598,0.42,2.4,0.75,0.4,0.4,8518.32,47.54,398.43,2.22
3599,0.42,2.4,0.75,0.4,0.6,8044.31,44.9,719.23,4.01
3600,0.42,2.4,0.75,0.4,0.8,7617.79,42.52,1134.63,6.33
3601,0.5,0.75,0.35,0.1,0.2,6176.39,34.47,313.27,1.75
3602,0.5,0.75,0.35,0.1,0.4,5958.28,33.25,439.27,2.45
3603,0.5,0.75,0.35,0.1,0.6,5755.61,32.12,590.94,3.3
3604,0.5,0.75,0.35,0.1,0.8,5565.07,31.06,764.54,4.27
3605,0.5,0.75,0.35,0.17,0.2,6467.34,36.1,293.79,1.64
3606,0.5,0.75,0.35,0.17,0.4,6246.45,34.86,415.57,2.32
3607,0.5,0.75,0.35,0.17,0.6,6041.18,33.72,562.64,3.14
3608,0.5,0.75,0.35,0.17,0.8,5848.42,32.64,732.17,4.09
3609,0.5,0.75,0.35,0.25,0.2,6782.98,37.86,274.86,1.53
3610,0.5,0.75,0.35,0.25,0.4,6559.67,36.61,392.34,2.19
3611,0.5,0.75,0.35,0.25,0.6,6351.89,35.45,534.8,2.98
3612,0.5,0.75,0.35,0.25,0.8,6156.7,34.36,700.12,3.91
3613,0.5,0.75,0.35,0.32,0.2,7045.02,39.32,260.87,1.46
3614,0.5,0.75,0.35,0.32,0.4,6820.17,38.07,374.94,2.09
3615,0.5,0.75,0.35,0.32,0.6,6610.9,36.9,513.81,2.87
3616,0.5,0.75,0.35,0.32,0.8,6413.88,35.8,675.59,3.77
3617,0.5,0.75,0.35,0.4,0.2,7329.96,40.91,247.59,1.38
3618,0.5,0.75,0.35,0.4,0.4,7103.37,39.65,358.01,2
3619,0.5,0.75,0.35,0.4,0.6,6892.62,38.47,493.17,2.75
3620,0.5,0.75,0.35,0.4,0.8,6694.05,37.36,651.12,3.63
3621,0.5,0.75,0.43,0.1,0.2,6119.64,34.16,342.51,1.91
3622,0.5,0.75,0.43,0.1,0.4,5854.38,32.67,512.82,2.86
3623,0.5,0.75,0.43,0.1,0.6,5610.57,31.31,720.75,4.02
3624,0.5,0.75,0.43,0.1,0.8,5382.87,30.04,957.73,5.35
3625,0.5,0.75,0.43,0.17,0.2,6409.91,35.78,322.08,1.8
3626,0.5,0.75,0.43,0.17,0.4,6141.2,34.28,486.76,2.72
3627,0.5,0.75,0.43,0.17,0.6,5894.44,32.9,689.32,3.85
3628,0.5,0.75,0.43,0.17,0.8,5663.84,31.61,921.45,5.14
3629,0.5,0.75,0.43,0.25,0.2,6725.03,37.53,302.18,1.69
3630,0.5,0.75,0.43,0.25,0.4,6453.39,36.02,461.4,2.58
3631,0.5,0.75,0.43,0.25,0.6,6203.3,34.62,658.28,3.67
3632,0.5,0.75,0.43,0.25,0.8,5969.85,33.32,885.41,4.94
3633,0.5,0.75,0.43,0.32,0.2,6986.61,38.99,287.27,1.6
3634,0.5,0.75,0.43,0.32,0.4,6713.19,37.47,442.26,2.47
3635,0.5,0.75,0.43,0.32,0.6,6460.95,36.06,634.61,3.54
3636,0.5,0.75,0.43,0.32,0.8,6225.18,34.74,857.66,4.79
3637,0.5,0.75,0.43,0.4,0.2,7271.04,40.58,272.94,1.52
3638,0.5,0.75,0.43,0.4,0.4,6995.61,39.04,423.34,2.36
3639,0.5,0.75,0.43,0.4,0.6,6741.49,37.63,610.96,3.41
3640,0.5,0.75,0.43,0.4,0.8,6503.57,36.3,829.61,4.63
3641,0.5,0.75,0.51,0.1,0.2,6062.11,33.83,374.76,2.09
3642,0.5,0.75,0.51,0.1,0.4,5750.46,32.09,595.73,3.32
3643,0.5,0.75,0.51,0.1,0.6,5466.36,30.51,866.09,4.83
3644,0.5,0.75,0.51,0.1,0.8,5204.74,29.05,1176.33,6.57
3645,0.5,0.75,0.51,0.17,0.2,6351.62,35.45,353.13,1.97
3646,0.5,0.75,0.51,0.17,0.4,6035.96,33.69,567.31,3.17
3647,0.5,0.75,0.51,0.17,0.6,5748.48,32.08,831.52,4.64
3648,0.5,0.75,0.51,0.17,0.8,5482.48,30.6,1135.77,6.34
3649,0.5,0.75,0.51,0.25,0.2,6666.19,37.21,332.19,1.85
3650,0.5,0.75,0.51,0.25,0.4,6346.57,35.42,539.33,3.01
3651,0.5,0.75,0.51,0.25,0.6,6055.47,33.8,797.3,4.45
3652,0.5,0.75,0.51,0.25,0.8,5785.87,32.29,1095.72,6.12
3653,0.5,0.75,0.51,0.32,0.2,6927.42,38.66,316.48,1.77
3654,0.5,0.75,0.51,0.32,0.4,6605.51,36.87,518.22,2.89
3655,0.5,0.75,0.51,0.32,0.6,6311.62,35.23,771.03,4.3
3656,0.5,0.75,0.51,0.32,0.8,6039.32,33.71,1064.9,5.94
3657,0.5,0.75,0.51,0.4,0.2,7211.39,40.25,301.21,1.68
3658,0.5,0.75,0.51,0.4,0.4,6887.18,38.44,497.47,2.78
3659,0.5,0.75,0.51,0.4,0.6,6590.76,36.78,744.56,4.16
3660,0.5,0.75,0.51,0.4,0.8,6315.89,35.25,1033.59,5.77
3661,0.5,0.75,0.59,0.1,0.2,6009.27,33.54,406.77,2.27
3662,0.5,0.75,0.59,0.1,0.4,5655.72,31.57,679.1,3.79
3663,0.5,0.75,0.59,0.1,0.6,5335.97,29.78,1012.28,5.65
3664,0.5,0.75,0.59,0.1,0.8,5051.22,28.19,1398.27,7.8
3665,0.5,0.75,0.59,0.17,0.2,6298.03,35.15,384.1,2.14
3666,0.5,0.75,0.59,0.17,0.4,5940.11,33.15,648.6,3.62
3667,0.5,0.75,0.59,0.17,0.6,5616.22,31.35,974.92,5.44
3668,0.5,0.75,0.59,0.17,0.8,5324.67,29.72,1353.39,7.55
3669,0.5,0.75,0.59,0.25,0.2,6611.88,36.9,362,2.02
3670,0.5,0.75,0.59,0.25,0.4,6249.58,34.88,618.58,3.45
3671,0.5,0.75,0.59,0.25,0.6,5921.63,33.05,937.91,5.23
3672,0.5,0.75,0.59,0.25,0.8,5624.11,31.39,1309.44,7.31
3673,0.5,0.75,0.59,0.32,0.2,6872.82,38.36,345.51,1.93
3674,0.5,0.75,0.59,0.32,0.4,6507.64,36.32,595.7,3.32
3675,0.5,0.75,0.59,0.32,0.6,6176.47,34.47,909.36,5.08
3676,0.5,0.75,0.59,0.32,0.8,5874.97,32.79,1275.77,7.12
3677,0.5,0.75,0.59,0.4,0.2,7156.4,39.94,329.39,1.84
3678,0.5,0.75,0.59,0.4,0.4,6788.5,37.89,572.86,3.2
3679,0.5,0.75,0.59,0.4,0.6,6454.4,36.02,880.42,4.91
3680,0.5,0.75,0.59,0.4,0.8,6149.49,34.32,1241.7,6.93
3681,0.5,0.75,0.67,0.1,0.2,5960.53,33.27,437.29,2.44
3682,0.5,0.75,0.67,0.1,0.4,5568.93,31.08,759.11,4.24
3683,0.5,0.75,0.67,0.1,0.6,5218.85,29.13,1154.87,6.45
