Version,window_u,shgc,roof_u,extWall_u,transmittance,total_idealHeating,total_idealCooling,total_solarRad,,total_idealHeating(per m2),total_idealCooling (per m2)
1416,2.46,0.1,0.35,0.42,0.6,25889.71688,1211.659262,602.2264778,,136.953644096488,6.40953904993652
1417,1.92,0.62,0.1,0.26,0.4,19255.83029,2234.148947,6997.460871,,101.861142033432,11.8183926523487
1418,3,0.75,0.1,0.18,0.4,19984.72191,2427.367012,8767.269282,,105.716895418959,12.8404941388066
1419,2.46,0.62,0.225,0.1,0.8,19188.28438,2535.763984,8551.60683,,101.503831887431,13.4139017350825
1420,1.38,0.62,0.6,0.26,0.2,21380.28014,2263.95634,6219.249295,,113.099238997038,11.9760703554803
1421,3,0.62,0.225,0.34,0.4,22738.59982,2209.588835,6993.072253,,120.28459490055,11.6884724661447
1422,2.46,0.36,0.225,0.26,0.2,22492.92891,1512.741151,2993.942804,,118.985023857385,8.00222784066864
1423,2.46,0.75,0.35,0.34,0.2,22329.76698,2363.179977,7805.01647,,118.121915890817,12.5009520577656
1424,3,0.49,0.35,0.1,0.2,22155.6346,1748.022032,4451.968231,,117.200775497249,9.24683681760474
1425,0.84,0.36,0.475,0.42,0.8,21438.26049,2089.698281,4006.568812,,113.405948423614,11.0542651343631
1426,0.84,0.62,0.6,0.18,0.8,18771.56386,2828.249025,8563.008575,,99.2994279517562,14.9611141821837
1427,2.46,0.49,0.35,0.18,0.6,21492.18566,2114.277962,5607.957088,,113.691206411342,11.1842888383411
1428,1.92,0.49,0.225,0.1,0.8,18759.51831,2229.966757,6189.021128,,99.2357083685992,11.7962693451121
1429,2.46,0.1,0.35,0.18,0.8,23838.7459,1146.117239,671.7763769,,126.104241959374,6.06282923719848
1430,0.84,0.23,0.35,0.18,0.4,19578.86019,1422.00278,1673.021498,,103.569933294541,7.52223222598392
1431,0.3,0.75,0.6,0.42,0.2,19748.91343,2674.73122,7808.584331,,104.469495503597,14.1490225349132
1432,3,0.75,0.35,0.42,0.2,23921.66023,2346.003109,7803.904,,126.542849291155,12.4100883887008
1433,3,0.49,0.225,0.18,0.2,22143.1333,1724.237863,4451.968231,,117.134645048667,9.12102128121033
1434,1.92,0.1,0.225,0.5,0.2,24851.86224,1149.180241,463.0824668,,131.463511637749,6.07903216779518
1435,0.3,0.62,0.35,0.26,0.4,17157.21981,2523.443871,7002.644712,,90.7597323846805,13.3487297450275
1436,1.92,0.75,0.6,0.18,0.4,21024.5895,2670.719931,8771.522899,,111.217676153195,14.1278032744393
1437,3,0.36,0.475,0.34,0.2,25573.44213,1614.309049,2993.230601,,135.280586807025,8.53951041578502
1438,1.38,0.23,0.6,0.5,0.6,24811.62002,1662.764522,1882.258407,,131.250634892086,8.79583433135844
1439,2.46,0.36,0.225,0.26,0.8,21987.9595,1845.313773,4190.66943,,116.313793377063,9.76149901079137
1440,0.84,0.23,0.35,0.5,0.6,22211.76245,1607.214505,1882.871544,,117.497685410495,8.50198108865849
1441,3,0.1,0.225,0.5,0.4,26805.39506,1174.160573,532.716705,,141.797477041896,6.21117526978417
1442,3,0.36,0.35,0.42,0.2,25530.76617,1600.006105,2993.230601,,135.054835854846,8.46384947630131
1443,0.84,0.23,0.1,0.42,0.4,20133.50196,1401.668831,1673.021498,,106.503924883623,7.41466795916208
1444,1.38,0.62,0.1,0.18,0.2,17649.30421,2079.127458,6219.249295,,93.3628026343631,10.9983466885315
1445,3,0.1,0.225,0.26,0.4,24872.09697,1087.827453,532.716705,,131.570551047397,5.75448292953872
1446,0.84,0.49,0.35,0.1,0.8,17155.59665,2401.390661,6453.784358,,90.7511460537453,12.7030822101143
1447,0.84,0.75,0.35,0.26,0.8,17549.93129,3071.892956,10709.6115,,92.8371312420652,16.2499627380449
1448,1.92,0.62,0.475,0.18,0.6,20608.54189,2523.938717,7776.619042,,109.016831834532,13.3513474238256
1449,1.92,0.75,0.1,0.34,0.4,19449.19954,2537.437356,8771.522899,,102.884043271265,13.4227536817605
1450,2.46,0.49,0.1,0.18,0.6,19903.91992,2027.186145,5607.957088,,105.289462124418,10.7235830776555
1451,1.92,0.75,0.475,0.18,0.8,19866.68143,2981.808856,10702.50708,,105.092474767245,15.7734281421921
1452,0.3,0.75,0.1,0.5,0.8,16648.59769,3078.286753,10712.72117,,88.0691794858231,16.2837851936098
1453,0.3,0.75,0.6,0.5,0.2,20397.39019,2680.351568,7808.584331,,107.899863468049,14.1787535336437
1454,3,0.23,0.35,0.1,0.2,23427.57834,1267.296372,1572.503701,,123.929212547609,6.7038530046551
1455,2.46,0.36,0.6,0.34,0.2,25282.6427,1671.163283,2993.942804,,133.742291049513,8.84026281739314
1456,3,0.23,0.35,0.26,0.6,24584.01621,1466.204464,2007.567767,,130.046636743546,7.75605408379179
1457,3,0.49,0.1,0.34,0.4,22507.66663,1875.209593,5028.472727,,119.06298471223,9.91964448264918
1458,2.46,0.1,0.6,0.34,0.6,26578.79343,1272.476254,602.2264778,,140.598780311045,6.73125398857385
1459,0.3,0.23,0.225,0.26,0.8,17887.2142,1618.405718,2093.37697,,94.6213192975032,8.56118132670334
1460,2.46,0.1,0.6,0.1,0.4,24549.64488,1164.262231,532.6765788,,129.864816335167,6.15881417160389
1461,3,0.36,0.6,0.26,0.8,25076.30831,1944.722948,4187.820619,,132.650805702497,10.2873621878967
1462,2.46,0.36,0.35,0.18,0.2,22528.13484,1534.226967,2993.942804,,119.171259204401,8.11588535230639
1463,1.38,0.49,0.35,0.42,0.4,21649.16929,2094.062665,5258.767774,,114.521631876851,11.0773522270419
1464,1.38,0.36,0.225,0.1,0.8,18322.1184,1872.994637,4004.61389,,96.921912822683,9.90792761849344
1465,1.38,0.62,0.6,0.26,0.8,20709.36745,2766.010116,8559.563598,,109.550187526449,14.6318774650868
1466,2.46,0.75,0.475,0.5,0.8,23573.44375,2949.426728,10698.44973,,124.700823899704,15.6021303851037
1467,0.84,0.23,0.475,0.5,0.2,23167.50973,1490.124887,1463.171452,,122.553479316547,7.88259038827761
1468,1.38,0.23,0.475,0.42,0.2,23772.27517,1444.048969,1462.967073,,125.752619392721,7.63885404676259
1469,1.92,0.36,0.475,0.34,0.6,23232.90973,1889.456434,3793.639999,,122.899437843843,9.9950086436733
1470,3,0.49,0.1,0.18,0.4,21090.20624,1834.175837,5028.472727,,111.564781210326,9.702580601989
1471,2.46,0.75,0.225,0.18,0.8,19381.57832,2867.68174,10698.44973,,102.52633474397,15.1697087388912
1472,2.46,0.36,0.1,0.5,0.6,23316.43599,1767.575987,3791.760555,,123.341282215404,9.35027500528989
1473,2.46,0.1,0.6,0.18,0.2,25332.76094,1167.186129,463.1266797,,134.007410812526,6.17428125793483
1474,0.84,0.75,0.475,0.34,0.2,19725.44491,2562.781049,7807.806912,,104.345349714346,13.5568189219213
1475,3,0.75,0.1,0.34,0.4,21406.19549,2447.015261,8767.269282,,113.23632823741,12.9444311309776
1476,2.46,0.36,0.475,0.42,0.4,25093.71845,1766.415304,3392.851679,,132.742903353788,9.34413512484131
1477,0.84,0.36,0.225,0.5,0.2,21115.19665,1659.047102,2841.595155,,111.696977623783,8.77616960431655
1478,1.92,0.23,0.35,0.5,0.4,24692.24363,1489.583933,1791.407795,,130.619147429116,7.87972880342785
1479,1.38,0.36,0.35,0.18,0.2,20362.9013,1573.507041,2841.106425,,107.717421180703,8.32367245556496
1480,2.46,0.62,0.35,0.5,0.2,24113.22917,2135.833953,6217.260103,,127.556227094795,11.2983175677105
1481,2.46,0.49,0.35,0.1,0.8,20582.3084,2220.655113,6185.454872,,108.878059669911,11.7470118123149
1482,0.84,0.36,0.225,0.1,0.4,17367.9696,1680.534533,3229.919707,,91.8745746931866,8.88983565911976
1483,0.84,0.49,0.35,0.34,0.2,19965.11305,1962.431678,4663.433033,,105.613166790097,10.3810393461701
1484,2.46,0.62,0.225,0.26,0.6,20860.83406,2407.832938,7773.491255,,110.351428586543,12.7371611193398
1485,3,0.23,0.225,0.42,0.8,25106.75708,1524.076554,2225.099799,,132.811876216674,8.06219082733813
1486,1.38,0.36,0.475,0.26,0.6,21446.7513,1898.311413,3616.778068,,113.450863838341,10.0418504707998
1487,1.92,0.36,0.6,0.26,0.4,23389.87291,1788.715946,3394.104642,,123.729755131189,9.46210297291579
1488,1.38,0.36,0.35,0.34,0.6,21429.51086,1872.06928,3616.778068,,113.35966388066,9.90303258569615
1489,0.3,0.62,0.225,0.26,0.2,16618.34515,2284.367463,6220.89462,,87.9091470059247,12.0840428639441
1490,3,0.23,0.225,0.26,0.8,23770.90947,1476.078458,2225.099799,,125.745394995768,7.80828638383411
1491,1.92,0.36,0.1,0.1,0.4,18941.8295,1559.148305,3394.104642,,100.200113732543,8.24771638277613
1492,0.3,0.23,0.6,0.42,0.2,21803.91717,1539.636115,1463.335297,,115.340230480322,8.14449912716885
1493,1.92,0.1,0.1,0.34,0.4,22716.06421,1072.385241,532.588153,,120.165384098603,5.67279539250952
1494,1.38,0.23,0.475,0.42,0.6,23514.74813,1598.617164,1882.258407,,124.390330776555,8.45650213711384
1495,2.46,0.23,0.6,0.42,0.6,26306.09799,1610.923557,2008.69805,,139.156252592044,8.52160154993652
1496,0.84,0.49,0.35,0.34,0.6,19544.234,2291.079412,5857.000583,,103.386764705882,12.1195483072366
1497,0.84,0.75,0.225,0.1,0.6,15488.17947,2879.147222,9742.343302,,81.9306996931866,15.2303598286077
1498,0.84,0.36,0.1,0.18,0.8,16983.29448,1906.29492,4006.568812,,89.8396872619552,10.0840823106221
1499,1.38,0.23,0.1,0.1,0.2,18651.50295,1185.545619,1462.967073,,98.6643194561997,6.27140086225138
1500,0.3,0.36,0.35,0.1,0.6,16573.33524,1940.086222,3619.542089,,87.671049724926,10.2628344371562
1501,1.38,0.75,0.6,0.26,0.6,20390.04859,2910.090986,9739.796535,,107.861027242912,15.3940488044858
1502,1.38,0.62,0.225,0.1,0.8,17022.92864,2656.17275,8559.563598,,90.0493474396953,14.0508503491325
1503,1.38,0.49,0.225,0.42,0.4,20890.77019,2049.832102,5258.767774,,110.509787293694,10.8433776026238
1504,0.3,0.49,0.35,0.1,0.4,16149.98476,2182.366952,5261.525804,,85.4315740584003,11.5444718154888
1505,2.46,0.62,0.6,0.5,0.8,24799.01285,2685.153254,8551.60683,,131.183944403301,14.2041539039357
1506,2.46,0.49,0.1,0.1,0.4,19363.16649,1846.165615,5030.459304,,102.428938267033,9.7660051576386
1507,1.92,0.36,0.1,0.26,0.8,20120.73273,1834.512503,4193.175355,,106.436377115954,9.70436152666103
1508,0.3,0.62,0.35,0.34,0.4,17868.52974,2528.842339,7002.644712,,94.5224806390182,13.3772870239103
1509,2.46,0.1,0.6,0.18,0.6,25218.73786,1217.541779,602.2264778,,133.404241747778,6.44065689272112
1510,3,0.1,0.475,0.26,0.2,26348.25405,1153.683104,463.1467429,,139.379253332628,6.10285179856115
1511,1.38,0.23,0.6,0.18,0.4,22239.79232,1485.805029,1672.61274,,117.645960220059,7.85973883305121
1512,1.92,0.36,0.225,0.26,0.2,21445.0521,1533.488408,2994.569285,,113.441875264494,8.11197845958527
1513,1.92,0.23,0.6,0.18,0.8,23147.24995,1616.297727,2227.843922,,122.44630739526,8.55003029517562
1514,3,0.75,0.1,0.34,0.6,21135.67333,2639.932074,9730.634564,,111.805296921287,13.964939028777
1515,1.38,0.23,0.35,0.34,0.2,22408.19908,1371.528985,1462.967073,,118.536812738045,7.25523161764706
1516,2.46,0.23,0.225,0.18,0.6,22158.33237,1400.914025,2008.69805,,117.215046392298,7.41067512166737
1517,2.46,0.23,0.35,0.34,0.8,24226.43325,1558.812131,2226.606843,,128.155063743123,8.24593806072789
1518,1.38,0.62,0.35,0.42,0.2,21356.19748,2209.033163,6219.249295,,112.971844477359,11.6855330247567
1519,1.38,0.36,0.1,0.26,0.2,19517.10383,1500.627143,2841.106425,,103.243249206517,7.93814612251375
1520,0.3,0.36,0.6,0.18,0.4,18936.2383,1905.571797,3230.784927,,100.170536923402,10.0802570725772
1521,2.46,0.62,0.35,0.26,0.6,21625.89328,2446.635372,7773.491255,,114.398504443504,12.9424215615743
1522,1.38,0.49,0.35,0.5,0.4,22296.0042,2109.656181,5258.767774,,117.943314642404,11.1598401449429
1523,2.46,0.1,0.1,0.5,0.6,25014.84726,1144.487014,602.2264778,,132.325683770631,6.05420553322048
1524,3,0.36,0.1,0.42,0.2,24010.302,1498.366493,2993.230601,,127.011754126111,7.92618754231909
1525,2.46,0.75,0.225,0.5,0.4,22591.57758,2547.500613,8769.494223,,119.506864049937,13.4759871614473
1526,0.3,0.62,0.6,0.26,0.2,18813.96943,2404.404668,6220.89462,,99.5237485717309,12.7190259627592
1527,0.84,0.62,0.6,0.5,0.4,21934.31975,2542.095759,7001.076551,,116.030045228523,13.4473961013542
1528,1.38,0.49,0.475,0.5,0.8,22628.70966,2418.907751,6450.88629,,119.703288510368,12.7957456146847
1529,1.92,0.36,0.475,0.42,0.4,24070.56127,1792.147403,3394.104642,,127.330518779094,9.48025498836225
1530,3,0.36,0.475,0.26,0.2,24899.08894,1589.262649,2993.230601,,131.713335484554,8.40701782162505
1531,1.92,0.49,0.35,0.42,0.4,22756.74259,2054.340805,5032.242432,,120.380568080829,10.8672281263225
1532,3,0.36,0.225,0.5,0.6,25051.64709,1798.781163,3789.623947,,132.520350666526,9.51534682077867
1533,3,0.49,0.35,0.42,0.6,24499.44023,2141.218263,5604.977222,,129.599239473127,11.326799952391
1534,0.84,0.62,0.475,0.26,0.2,19482.07639,2292.146245,6220.110539,,103.057958051206,12.1251917319086
1535,2.46,0.36,0.35,0.34,0.8,23432.94065,1910.062907,4190.66943,,123.957578554803,10.1040145313161
1536,0.84,0.1,0.35,0.1,0.4,19619.30958,1092.289246,497.6532392,,103.783905945832,5.77808530469742
1537,2.46,0.1,0.35,0.5,0.6,26511.52632,1238.11513,602.2264778,,140.242944985188,6.54948756876851
1538,1.38,0.23,0.475,0.5,0.8,24061.26751,1687.521431,2091.904074,,127.281355850614,8.92679555120609
1539,0.84,0.49,0.6,0.34,0.2,21356.34108,2051.180654,4663.433033,,112.972604104951,10.8505112886162
1540,3,0.49,0.225,0.5,0.6,24388.44172,2117.128696,5604.977222,,129.012070038087,11.1993688954719
1541,0.84,0.36,0.1,0.42,0.2,19651.34184,1586.245214,2841.595155,,103.953352941176,8.3910559352518
1542,3,0.75,0.475,0.1,0.4,21551.92365,2535.337861,8767.269282,,114.007213552687,13.411647593102
1543,0.3,0.1,0.225,0.42,0.8,20176.15885,1255.583766,630.9014586,,106.729574957681,6.6418946572154
1544,0.84,0.1,0.475,0.1,0.6,20273.59135,1173.134471,564.4545755,,107.244981749894,6.20574730744816
1545,0.3,0.36,0.6,0.26,0.4,19671.56513,1924.035618,3230.784927,,104.060331834532,10.1779285759628
1546,0.84,0.36,0.35,0.42,0.4,21037.75925,1813.119786,3229.919707,,111.287342625899,9.59119649809564
1547,3,0.49,0.6,0.1,0.2,23537.8618,1833.47816,4451.968231,,124.512599449852,9.69888997037664
1548,2.46,0.75,0.225,0.42,0.4,21949.87719,2538.809465,8769.494223,,116.112342308506,13.4300119815912
1549,2.46,0.36,0.1,0.5,0.2,23694.04573,1536.421556,2993.942804,,125.338794593737,8.12749447735929
1550,0.3,0.36,0.475,0.42,0.6,20215.22947,2046.934586,3619.542089,,106.936254073212,10.8280500740584
1551,1.92,0.23,0.1,0.26,0.8,20924.96467,1457.849547,2227.843922,,110.690672185781,7.71185752750741
1552,1.38,0.1,0.35,0.18,0.4,21678.45604,1114.202622,497.8088828,,114.676555438003,5.89400455988151
1553,3,0.36,0.35,0.42,0.4,25340.69908,1710.804822,3391.427274,,134.049402666102,9.04996202920017
1554,3,0.1,0.225,0.34,0.4,25542.67841,1116.32803,532.716705,,135.117850243335,5.90524772534913
1555,3,0.36,0.6,0.26,0.2,25557.1951,1630.811269,2993.230601,,135.194641874736,8.62680527401608
1556,1.92,0.49,0.1,0.34,0.6,20301.13585,2099.400454,5610.63178,,107.390689007617,11.1055885209479
1557,1.92,0.62,0.1,0.18,0.2,18784.1751,2019.673026,6218.302699,,99.3661399703767,10.683839536606
1558,1.38,0.49,0.1,0.42,0.4,20078.01497,1999.975531,5258.767774,,106.210405046551,10.579642038722
1559,0.3,0.49,0.475,0.42,0.4,19790.38073,2264.259621,5261.525804,,104.68885278248,11.977674677317
1560,2.46,0.62,0.475,0.34,0.2,23522.61823,2146.233086,6217.260103,,124.431962706306,11.3533277930597
1561,2.46,0.49,0.6,0.26,0.8,23439.30822,2325.774786,6185.454872,,123.991262272535,12.30308287135
1562,3,0.62,0.475,0.26,0.6,23278.312,2445.401819,7770.036115,,123.13961066441,12.9358962071519
1563,2.46,0.75,0.35,0.34,0.8,21563.69566,2907.759603,10698.44973,,114.069486140499,15.3817160548032
1564,0.84,0.75,0.475,0.5,0.6,20522.19601,2950.091067,9742.343302,,108.560071995345,15.6056446625053
1565,1.38,0.23,0.35,0.42,0.4,22942.77435,1474.543299,1672.61274,,121.364654834956,7.80016556813373
1566,3,0.75,0.1,0.5,0.6,22446.31277,2665.909893,9730.634564,,118.738429803216,14.1023587230216
1567,0.84,0.36,0.225,0.5,0.8,20615.89982,2023.064951,4006.568812,,109.055754443504,10.7017824322895
1568,2.46,0.1,0.225,0.42,0.4,25217.14241,1144.620868,532.6765788,,133.395801999577,6.05491360558612
1569,2.46,0.1,0.6,0.26,0.8,25885.66525,1264.531668,671.7763769,,136.932211436733,6.68922803639441
1570,3,0.36,0.225,0.1,0.8,21489.0992,1773.476474,4187.820619,,113.674879390605,9.3814879073212
1571,3,0.75,0.225,0.18,0.8,20326.01984,2822.694337,10693.99985,,107.522322471435,14.9317305173508
1572,0.3,0.1,0.1,0.18,0.4,17341.3656,1038.788496,497.4760127,,91.7338425730004,5.49507245027507
1573,1.38,0.23,0.1,0.1,0.4,18508.63298,1267.253429,1672.61274,,97.9085536394414,6.70362584109183
1574,1.38,0.62,0.475,0.1,0.4,18973.66532,2397.927153,6999.354063,,100.368521582734,12.68476064854
1575,2.46,0.1,0.1,0.18,0.8,22303.20483,1050.219548,671.7763769,,117.981405152349,5.55554140922556
1576,0.84,0.62,0.35,0.18,0.4,17776.08392,2438.373773,7001.076551,,94.0334528142192,12.8987186468472
1577,0.84,0.49,0.1,0.18,0.2,16911.25869,1833.26414,4663.433033,,89.4586261637749,9.69775782903089
1578,2.46,0.23,0.6,0.26,0.2,25250.49485,1418.239824,1572.880462,,133.572232596276,7.50232661870504
1579,3,0.49,0.35,0.26,0.2,23608.33677,1793.887907,4451.968231,,124.885403988574,9.4894620556496
1580,2.46,0.23,0.6,0.1,0.8,23467.87184,1568.974691,2226.606843,,124.142360558612,8.29969684193821
1581,1.92,0.1,0.1,0.42,0.2,23440.03126,1073.513838,463.0824668,,123.995087071519,5.6787655416843
1582,1.92,0.1,0.1,0.1,0.2,20618.39006,952.9670627,463.0824668,,109.068927528565,5.04108687420652
1583,3,0.1,0.6,0.1,0.6,25477.85694,1179.836726,602.2866672,,134.774952073635,6.24120147058824
1584,1.38,0.62,0.35,0.18,0.4,19003.26087,2367.940631,6999.354063,,100.525078660601,12.5261353734659
1585,1.38,0.49,0.35,0.1,0.2,19006.47776,1852.870665,4662.708516,,100.542095641134,9.80147410600931
1586,0.3,0.75,0.6,0.26,0.2,18373.93178,2664.243902,7808.584331,,97.1959996826069,14.0935458209903
1587,0.3,0.23,0.475,0.18,0.4,18883.85091,1507.007718,1673.349188,,99.8934136161659,7.97189863520948
1588,2.46,0.36,0.6,0.34,0.2,25282.6427,1671.163283,2993.942804,,133.742291049513,8.84026281739314
1589,3,0.1,0.1,0.5,0.8,25964.50132,1160.884074,671.8566294,,137.349245239103,6.14094410706729
1590,0.3,0.49,0.35,0.34,0.2,18597.21119,2036.012767,4664.087531,,98.3771222492594,10.7702748994922
1591,0.84,0.36,0.1,0.42,0.4,19466.24766,1717.774058,3229.919707,,102.974225878121,9.08682849132459
1592,0.3,0.62,0.6,0.34,0.8,18856.04963,2908.01548,8566.144897,,99.7463480215828,15.3830696148963
1593,0.84,0.23,0.6,0.18,0.4,20974.13795,1511.815387,1673.021498,,110.950793218366,7.99733065488786
1594,3,0.75,0.35,0.26,0.4,22288.67453,2517.266007,8767.269282,,117.904541525603,13.3160495503597
1595,1.38,0.49,0.35,0.26,0.2,20497.85353,1891.224764,4662.708516,,108.431303057554,10.0043629073212
1596,0.84,0.49,0.225,0.42,0.4,19662.98841,2106.826737,5260.216808,,104.014961965722,11.1448727094795
1597,1.92,0.75,0.225,0.1,0.8,17600.57477,2919.177524,10702.50708,,93.1050294646636,15.4421155522641
1598,0.3,0.62,0.1,0.1,0.4,13986.34252,2436.532051,7002.644712,,73.9861538298773,12.8889761479052
1599,3,0.62,0.35,0.1,0.8,20918.43121,2527.068015,8546.999977,,110.656110928904,13.3679010526873
1600,1.92,0.23,0.475,0.34,0.6,23964.46842,1559.519496,2009.625859,,126.769299724926,8.24967994075328
1601,1.92,0.49,0.6,0.5,0.6,24555.96265,2293.690269,5610.63178,,129.898236616589,12.133359442446
1602,0.3,0.62,0.1,0.1,0.6,13762.32993,2618.569721,7784.394805,,72.801152824799,13.8519346223022
1603,3,0.62,0.225,0.18,0.8,20895.82888,2498.425006,8546.999977,,110.536547185781,13.2163828078714
1604,2.46,0.1,0.475,0.34,0.2,26043.51058,1182.50373,463.1266797,,137.767195196784,6.25530961701227
1605,2.46,0.75,0.35,0.5,0.8,22863.10317,2916.803843,10698.44973,,120.943203396107,15.4295590509945
1606,3,0.75,0.6,0.34,0.8,23880.74331,2927.979322,10693.99985,,126.326403459585,15.4886760579771
1607,3,0.36,0.35,0.34,0.8,24388.32785,1881.646927,4187.820619,,129.011467678798,9.95369724396953
1608,0.84,0.75,0.1,0.34,0.6,16866.68123,2844.277759,9742.343302,,89.2228164938637,15.045904353576
1609,1.38,0.49,0.6,0.26,0.6,21468.89539,2293.622254,5854.827032,,113.568003544223,12.1329996508675
1610,0.3,0.62,0.225,0.5,0.8,18001.11745,2815.814027,8566.144897,,95.2238544752433,14.8953344636056
1611,1.92,0.23,0.35,0.42,0.6,23924.5512,1538.408561,2009.625859,,126.558142192129,8.13800550677105
1612,0.3,0.1,0.225,0.34,0.6,19553.92453,1188.817148,564.1887356,,103.438026502328,6.28870687685146
1613,1.38,0.75,0.6,0.18,0.4,19924.08957,2726.290553,8773.377263,,105.396157268303,14.4217655152349
1614,1.92,0.49,0.475,0.5,0.6,23892.01785,2255.468072,5610.63178,,126.386044487939,11.9311683876428
1615,3,0.49,0.475,0.1,0.2,22867.90214,1792.054744,4451.968231,,120.968589399069,9.47976483283961
1616,3,0.62,0.225,0.26,0.8,21615.1749,2507.856091,8546.999977,,114.341805438003,13.2662721699111
1617,2.46,0.1,0.6,0.18,0.2,25332.76094,1167.186129,463.1266797,,134.007410812526,6.17428125793483
1618,0.3,0.1,0.1,0.5,0.6,20094.58878,1195.024791,564.1887356,,106.298078607702,6.32154459902666
1619,0.84,0.62,0.35,0.1,0.6,16779.40154,2610.14507,7782.042563,,88.7611169064748,13.8073691811257
1620,1.92,0.36,0.6,0.5,0.2,25540.78269,1738.691165,2994.569285,,135.107822101143,9.1974775973339
1621,0.3,0.1,0.1,0.34,0.2,18877.93163,1064.292981,430.7632897,,99.8621013013119,5.62998826174355
1622,0.3,0.23,0.225,0.5,0.8,19957.98237,1686.333804,2093.37697,,105.57544630766,8.92051314007618
1623,0.3,0.75,0.35,0.18,0.2,16216.24057,2589.922695,7808.584331,,85.78205972281,13.7003951280152
1624,0.3,0.1,0.35,0.42,0.8,20929.08009,1305.107226,630.9014586,,110.712442287347,6.903868101989
1625,3,0.62,0.1,0.26,0.4,21236.6584,2150.65698,6993.072253,,112.339496402878,11.3767296868388
1626,3,0.49,0.35,0.26,0.2,23608.33677,1793.887907,4451.968231,,124.885403988574,9.4894620556496
1627,1.38,0.1,0.475,0.42,0.2,24497.49378,1216.257659,430.9297248,,129.588942975032,6.43386404464664
1628,1.92,0.75,0.1,0.34,0.8,18959.30076,2889.033815,10702.50708,,100.29253470165,15.2826587759204
1629,3,0.23,0.6,0.1,0.4,24650.61977,1427.180099,1790.035734,,130.398961965722,7.54961965192552
