Version,window_u,shgc,roof_u,extWall_u,transmittance,total_idealHeating,total_idealCooling,total_solarRad,,total_idealHeating(per m2),total_idealCooling (per m2)
2253,1.92,0.36,0.1,0.18,0.2,19905.19751,1457.769244,2994.569285,,105.296220429539,7.71143273381295
2254,3,0.36,0.225,0.5,0.8,24934.74018,1886.225841,4187.820619,,131.901926470588,9.9779191758358
2255,0.3,0.62,0.225,0.34,0.8,16655.33382,2812.082272,8566.144897,,88.1048128438426,14.8755939060516
2256,0.84,0.23,0.35,0.18,0.4,19578.86019,1422.00278,1673.021498,,103.569933294541,7.52223222598392
2257,2.46,0.1,0.6,0.1,0.8,24465.76587,1206.334141,671.7763769,,129.421105956411,6.38136976830301
2258,3,0.62,0.475,0.1,0.2,22331.34523,2061.587045,6216.10839,,118.130264652984,10.905559907956
2259,0.84,0.62,0.6,0.5,0.2,22175.13801,2362.373712,6220.110539,,117.30394630766,12.4966870080406
2260,2.46,0.36,0.35,0.42,0.2,24583.33111,1608.248853,2993.942804,,130.043012642827,8.5074526713923
2261,2.46,0.49,0.225,0.1,0.4,20189.44562,1894.000224,5030.459304,,106.799860452814,10.0190447735929
2262,2.46,0.75,0.475,0.42,0.8,22939.25793,2943.850635,10698.44973,,121.346053374947,15.5726334902666
2263,2.46,0.36,0.6,0.5,0.8,26084.99745,2032.075524,4190.66943,,137.98665599873,10.7494473338976
2264,1.92,0.23,0.475,0.18,0.8,22477.52896,1573.883238,2227.843922,,118.903559881507,8.32566249471011
2265,2.46,0.36,0.1,0.34,0.8,21875.31865,1818.806225,4190.66943,,115.717936151079,9.62127711066441
2266,2.46,0.62,0.35,0.1,0.2,20658.80217,2055.371401,6217.260103,,109.282702972916,10.872679861405
2267,1.38,0.62,0.225,0.26,0.2,19216.19721,2138.43114,6219.249295,,101.651487568769,11.312056390182
2268,2.46,0.36,0.6,0.26,0.8,24123.04594,1973.485487,4190.66943,,127.608156686416,10.439512732755
2269,0.84,0.1,0.475,0.5,0.4,23808.31273,1287.825855,497.6532392,,125.943253967414,6.81245162399492
2270,2.46,0.23,0.35,0.26,0.2,23897.09204,1330.807822,1572.880462,,126.412886373254,7.03982131823953
2271,0.3,0.36,0.35,0.34,0.6,18810.28885,1989.284055,3619.542089,,99.5042787240796,10.5230853523064
2272,0.84,0.75,0.1,0.1,0.6,14634.86959,2846.223993,9742.343302,,77.4167879284807,15.0561997090563
2273,0.84,0.36,0.1,0.18,0.4,17311.21219,1651.782921,3229.919707,,91.5743344794752,8.737742916843
2274,1.38,0.36,0.225,0.42,0.8,21207.70889,1949.296993,4004.61389,,112.186356802793,10.3115583633094
2275,1.92,0.75,0.35,0.26,0.8,19860.14098,2953.538434,10702.50708,,105.057876534067,15.6238808400339
2276,1.92,0.36,0.6,0.42,0.8,24431.57156,2047.18878,4193.175355,,129.240221963606,10.8293947312738
2277,1.38,0.62,0.475,0.18,0.2,19979.02128,2212.418303,6219.249295,,105.686739737622,11.7034400285654
2278,2.46,0.75,0.35,0.18,0.2,20922.10063,2340.512885,7805.01647,,110.67552174143,12.3810457310622
2279,0.84,0.1,0.1,0.26,0.4,19545.58769,1055.734774,497.6532392,,103.393925571308,5.58471632458739
2280,1.38,0.1,0.35,0.5,0.8,24279.13379,1283.012496,631.567199,,128.433843578079,6.7869895048667
2281,0.84,0.1,0.475,0.1,0.8,20218.62341,1203.96309,631.2559117,,106.954207628015,6.36882717943292
2282,1.92,0.1,0.35,0.18,0.8,22754.44222,1155.262979,671.5995253,,120.368399386373,6.11120915679221
2283,3,0.1,0.1,0.5,0.8,25964.50132,1160.884074,671.8566294,,137.349245239103,6.14094410706729
2284,0.84,0.62,0.225,0.26,0.2,17984.04523,2206.782888,6220.110539,,95.1335443821414,11.6736293271265
2285,0.84,0.62,0.225,0.26,0.4,17734.11008,2406.283234,7001.076551,,93.8114159966145,12.7289633622514
2286,2.46,0.62,0.475,0.1,0.6,20882.75971,2464.422406,7773.491255,,110.467412769784,13.0365129390605
2287,1.38,0.36,0.6,0.18,0.2,21753.16108,1661.807124,2841.106425,,115.07173656369,8.79076980533221
2288,1.38,0.1,0.6,0.26,0.4,23756.69043,1235.457975,497.8088828,,125.670177898857,6.53543152242912
2289,1.92,0.23,0.225,0.34,0.2,22788.89544,1318.178696,1573.189732,,120.550652983496,6.97301468472281
2290,1.92,0.1,0.475,0.18,0.8,23455.97202,1202.401326,671.5995253,,124.079411870504,6.36056562632247
2291,2.46,0.62,0.225,0.34,0.8,21362.59828,2559.371777,8551.60683,,113.005703977994,13.5387842625899
2292,1.38,0.36,0.35,0.34,0.2,21787.61297,1622.741741,2841.106425,,115.253983125265,8.58411839293271
2293,3,0.75,0.1,0.42,0.2,22372.28867,2250.220403,7803.904,,118.346850772323,11.9034088182395
2294,1.92,0.36,0.475,0.18,0.6,21825.4986,1847.005155,3793.639999,,115.454393779094,9.77044622831147
2295,1.38,0.1,0.6,0.5,0.6,25663.12844,1344.841259,564.6880409,,135.75501713923,7.11405659648752
2296,0.3,0.36,0.225,0.5,0.2,19737.9345,1708.790474,2842.027765,,104.411418218366,9.03930635844266
2297,3,0.75,0.225,0.26,0.4,21527.22719,2478.065274,8767.269282,,113.876572101143,13.1086821519255
2298,1.92,0.36,0.475,0.34,0.4,23409.50398,1769.884028,3394.104642,,123.833601248413,9.36248427845959
2299,1.92,0.1,0.1,0.26,0.2,22089.30945,1015.406422,463.0824668,,116.849923032163,5.37138395048667
2300,2.46,0.23,0.225,0.1,0.2,21695.86677,1222.895877,1572.880462,,114.768656210326,6.46897945937368
2301,1.92,0.23,0.35,0.42,0.2,24190.6886,1391.293787,1573.189732,,127.965978628862,7.3597851618705
2302,1.38,0.36,0.225,0.34,0.4,20848.04375,1700.074178,3228.942246,,110.283769308083,8.99319814853999
2303,1.92,0.75,0.225,0.34,0.8,19784.47167,2922.870656,10702.50708,,104.657594530258,15.4616517985612
2304,1.38,0.49,0.35,0.42,0.6,21441.24153,2242.310244,5854.827032,,113.421717784596,11.8615649809564
2305,1.38,0.36,0.6,0.42,0.6,23477.06617,1978.130573,3616.778068,,124.190997513754,10.4640847069403
2306,3,0.62,0.475,0.1,0.6,21827.81423,2423.15804,7770.036115,,115.466643197207,12.8182291578502
2307,1.38,0.36,0.225,0.18,0.8,19090.39817,1893.071548,4004.61389,,100.98602502116,10.0141321836648
2308,2.46,0.23,0.6,0.26,0.4,25116.67068,1489.994401,1790.789256,,132.864318027931,7.88190013224714
2309,1.38,0.62,0.6,0.26,0.4,21134.79169,2452.029771,6999.354063,,111.800633146424,12.970957315912
2310,1.38,0.36,0.475,0.34,0.2,22495.06223,1668.524247,2841.106425,,118.996308876428,8.82630261849344
2311,3,0.36,0.475,0.42,0.4,26034.47962,1753.546308,3391.427274,,137.719422450275,9.2760596064325
2312,2.46,0.62,0.475,0.26,0.2,22837.77359,2130.390892,6217.260103,,120.809212812103,11.269524396953
2313,3,0.49,0.475,0.26,0.6,23867.75545,2139.885911,5604.977222,,126.257699164198,11.3197519625476
2314,0.3,0.62,0.6,0.34,0.6,19059.98196,2763.088651,7784.394805,,100.825126745662,14.6164232490478
2315,0.3,0.75,0.475,0.42,0.4,18803.66834,2837.816745,8776.629944,,99.4692569826492,15.0117263277613
2316,1.38,0.36,0.1,0.34,0.8,19713.42971,1884.047676,4004.61389,,104.281790679221,9.96639693186627
2317,2.46,0.75,0.6,0.34,0.2,23707.41424,2439.371816,7805.01647,,125.40951248413,12.9039981802793
2318,0.84,0.62,0.1,0.34,0.8,17172.29357,2700.149507,8563.008575,,90.8394708527296,14.2834823688108
2319,0.84,0.49,0.225,0.34,0.8,18593.46886,2387.007241,6453.784358,,98.3573257511638,12.6269955617859
2320,1.92,0.36,0.1,0.34,0.6,20960.55231,1752.68148,3793.639999,,110.878926735083,9.27148476512907
2321,2.46,0.75,0.475,0.34,0.4,22756.46779,2603.719717,8769.494223,,120.379114420229,13.7733797979264
2322,1.38,0.36,0.6,0.1,0.8,20513.99274,2001.400328,4004.61389,,108.516677634363,10.5871790520525
2323,0.3,0.23,0.225,0.26,0.4,18131.7991,1438.666572,1673.349188,,95.9151454718578,7.61038178163352
2324,3,0.1,0.1,0.26,0.8,24013.85678,1073.915925,671.8566294,,127.030558506136,5.68089253597122
2325,3,0.75,0.475,0.1,0.2,21840.77072,2325.988895,7803.904,,115.535181548879,12.3042154834956
2326,0.3,0.62,0.475,0.26,0.6,17667.99828,2725.973335,7784.394805,,93.46169212865,14.4200874682607
2327,1.38,0.75,0.35,0.42,0.4,20607.4118,2674.954433,8773.377263,,109.010853787558,14.1502033061786
2328,0.3,0.62,0.475,0.5,0.4,19928.75784,2577.469736,7002.644712,,105.420851883199,13.6345203977994
2329,0.3,0.75,0.1,0.5,0.4,17134.04725,2734.614469,8776.629944,,90.6371521900127,14.4657980797715
2330,3,0.62,0.35,0.34,0.4,23491.81328,2251.41826,6993.072253,,124.269008040626,11.9097453449006
2331,3,0.36,0.225,0.42,0.8,24300.51202,1860.013982,4187.820619,,128.546931972069,9.83926143673297
2332,2.46,0.75,0.225,0.34,0.6,21016.91899,2717.611187,9733.971976,,111.177100031739,14.3758526608125
2333,0.3,0.1,0.225,0.18,0.4,18164.52539,1091.139979,497.4760127,,96.0882638066018,5.77200581358443
2334,3,0.62,0.225,0.42,0.4,23400.58099,2224.377091,6993.072253,,123.786399650868,11.7667006506559
2335,1.92,0.1,0.35,0.18,0.6,22792.24642,1133.685412,602.0938391,,120.568379284807,5.99706629284808
2336,1.92,0.49,0.475,0.5,0.6,23892.01785,2255.468072,5610.63178,,126.386044487939,11.9311683876428
2337,2.46,0.23,0.225,0.18,0.4,22299.06981,1326.631239,1790.789256,,117.959531369022,7.0177276713923
2338,0.3,0.75,0.6,0.1,0.8,16163.30191,3193.520546,10712.72117,,85.5020202602624,16.8933587917901
2339,0.3,0.1,0.1,0.1,0.6,16487.13438,1043.782979,564.1887356,,87.2150570249683,5.5214926946678
2340,0.3,0.23,0.225,0.5,0.4,20198.26903,1513.021618,1673.349188,,106.846535283538,8.00371147905205
2341,1.92,0.49,0.6,0.5,0.2,24978.38684,1996.178931,4453.853084,,132.132812314854,10.5595584585273
2342,0.84,0.1,0.35,0.26,0.2,21170.12919,1121.625108,430.851903,,111.987564483707,5.93326866271689
2343,1.92,0.1,0.35,0.26,0.2,23620.16979,1112.234398,463.0824668,,124.947999312315,5.8835928798138
2344,0.84,0.62,0.475,0.18,0.2,18751.03872,2280.115147,6220.110539,,99.1908523063902,12.0615485981803
2345,3,0.23,0.225,0.42,0.2,25453.61623,1332.396456,1572.503701,,134.646721487516,7.04822501057977
2346,1.92,0.49,0.6,0.34,0.6,23261.68754,2264.09887,5610.63178,,123.051669170546,11.9768243228946
2347,1.92,0.36,0.475,0.5,0.8,24403.75607,2026.600564,4193.175355,,129.093081199746,10.7204854210749
2348,0.84,0.75,0.1,0.1,0.4,14886.63177,2652.831784,8775.075107,,78.7485810939484,14.0331770207364
2349,3,0.49,0.6,0.34,0.2,25647.61902,1900.303851,4451.968231,,135.67297407956,10.0523902401608
2350,1.92,0.1,0.6,0.34,0.6,25527.94021,1280.948652,602.0938391,,135.039886849344,6.77607200592467
2351,3,0.36,0.475,0.26,0.6,24527.19418,1815.289594,3789.623947,,129.746054697419,9.60267453449006
2352,1.92,0.75,0.1,0.1,0.6,16977.67416,2717.772514,9737.01499,,89.8099564113415,14.3767060622091
2353,1.38,0.75,0.35,0.5,0.6,20994.61673,2859.390371,9739.796535,,111.05912362463,15.1258483442658
2354,0.84,0.49,0.35,0.1,0.6,17332.28786,2260.374981,5857.000583,,91.6858223656369,11.9571253755819
2355,3,0.1,0.6,0.1,0.2,25592.57545,1137.081921,463.1467429,,135.381799883623,6.01503343736775
2356,1.38,0.23,0.1,0.42,0.6,21264.30719,1457.431168,1882.258407,,112.485755342785,7.70964435040203
2357,0.3,0.1,0.475,0.42,0.6,21695.0575,1313.801976,564.1887356,,114.764375264494,6.94986233601354
2358,0.3,0.23,0.1,0.42,0.8,18477.26483,1614.977439,2093.37697,,97.7426197101143,8.54304612251375
2359,0.84,0.49,0.225,0.18,0.2,17746.38391,1882.947077,4663.433033,,93.8763431548879,9.9605748889124
2360,0.84,0.62,0.6,0.1,0.2,18677.37687,2309.055047,6220.110539,,98.801189536606,12.214637362463
2361,0.3,0.36,0.1,0.26,0.2,16837.36931,1591.934532,2842.027765,,89.0677597862886,8.42115177740161
2362,0.84,0.1,0.35,0.26,0.4,21105.50334,1154.847751,497.6532392,,111.645701121456,6.1090126481168
2363,0.3,0.36,0.225,0.34,0.6,18037.5705,1940.740097,3619.542089,,95.416686944562,10.2662933611934
2364,2.46,0.75,0.475,0.1,0.2,20895.44034,2369.103907,7805.01647,,110.534491853576,12.5322889705882
2365,3,0.23,0.1,0.1,0.2,21879.69365,1166.160708,1572.503701,,115.741079401185,6.168856898011
2366,0.84,0.23,0.1,0.42,0.6,20001.00248,1486.955006,1882.871544,,105.803017774016,7.86582207998307
2367,1.92,0.75,0.1,0.1,0.2,17530.97065,2294.866498,7806.030808,,92.736831622937,12.1395815594583
2368,3,0.23,0.1,0.1,0.4,21730.66267,1239.876686,1790.035734,,114.952722545493,6.55880599873043
2369,1.92,0.36,0.475,0.34,0.8,23104.37436,1989.464578,4193.175355,,122.219500423191,10.5240402983496
2370,1.38,0.23,0.6,0.26,0.8,22734.37319,1659.685683,2091.904074,,120.262236510791,8.7795476248413
2371,3,0.36,0.225,0.34,0.4,23944.9026,1636.506775,3391.427274,,126.665798772747,8.65693384997884
2372,1.38,0.23,0.475,0.26,0.2,22421.00677,1391.800181,1462.967073,,118.604563954719,7.36246392826915
2373,0.3,0.62,0.35,0.34,0.2,18110.04721,2336.483064,6220.89462,,95.8000804591621,12.3597284384257
2374,1.38,0.75,0.35,0.5,0.6,20994.61673,2859.390371,9739.796535,,111.05912362463,15.1258483442658
2375,1.38,0.36,0.6,0.5,0.2,24459.20093,1755.803454,2841.106425,,129.386378173931,9.28799965086754
2376,0.3,0.49,0.35,0.18,0.2,17139.9777,2008.626342,4664.087531,,90.6685235928904,10.625403840457
2377,3,0.1,0.6,0.18,0.4,26249.69572,1191.338001,532.716705,,138.857891028354,6.30204190118494
2378,0.84,0.62,0.6,0.5,0.2,22175.13801,2362.373712,6220.110539,,117.30394630766,12.4966870080406
2379,0.3,0.75,0.6,0.42,0.8,19014.74892,3187.083271,10712.72117,,100.585849132459,16.859306342573
2380,3,0.49,0.1,0.26,0.6,21591.35841,2008.766749,5604.977222,,114.215818927211,10.6261465774439
2381,2.46,0.1,0.6,0.42,0.6,27218.32299,1299.120159,602.2264778,,143.981818609818,6.87219720165045
2382,1.92,0.23,0.35,0.26,0.6,22573.56168,1490.346398,2009.625859,,119.411561997461,7.88376215615743
2383,2.46,0.62,0.35,0.1,0.4,20397.25252,2247.040646,6995.375679,,107.899135209479,11.8865882670334
2384,0.84,0.49,0.225,0.18,0.4,17525.67265,2065.27243,5260.216808,,92.7088058082945,10.9250551735083
2385,0.3,0.36,0.475,0.1,0.6,17312.02915,1983.58452,3619.542089,,91.5786561045281,10.492935463394
2386,1.92,0.36,0.1,0.18,0.2,19905.19751,1457.769244,2994.569285,,105.296220429539,7.71143273381295
2387,1.92,0.62,0.6,0.1,0.2,21027.4719,2183.007514,6218.302699,,111.232923719848,11.5478603152772
2388,3,0.75,0.1,0.1,0.2,19528.39057,2198.148062,7803.904,,103.302954771477,11.627952084215
2389,0.3,0.23,0.475,0.26,0.2,19751.40766,1442.759708,1463.335297,,104.482689695303,7.63203400338553
2390,0.3,0.23,0.475,0.18,0.2,19014.77858,1415.722187,1463.335297,,100.58600603047,7.4890086066441
2391,1.92,0.1,0.6,0.1,0.6,23420.14447,1193.30233,602.0938391,,123.889888224714,6.31243297714769
2392,3,0.75,0.225,0.18,0.2,21104.05241,2255.284278,7803.904,,111.638025867541,11.9301961383834
2393,1.92,0.49,0.475,0.5,0.8,23730.34422,2371.402458,6189.021128,,125.530809458316,12.5444480427423
2394,0.3,0.36,0.6,0.18,0.2,19109.09531,1758.614606,2842.027765,,101.084930755396,9.30287032374101
2395,2.46,0.49,0.1,0.34,0.8,21170.67205,2180.417632,6185.454872,,111.990436151079,11.5341601354211
2396,3,0.1,0.1,0.26,0.4,24091.41093,1040.083146,532.716705,,127.44081109818,5.50192100084638
2397,0.3,0.36,0.6,0.5,0.4,21704.48874,1978.855466,3230.784927,,114.814265446466,10.4679193080829
2398,1.92,0.1,0.6,0.26,0.2,24969.34894,1198.912317,463.0824668,,132.085002856538,6.34210916737199
2399,1.92,0.62,0.35,0.1,0.4,19365.4729,2295.694732,6997.460871,,102.4411389124,12.143962822683
2400,0.3,0.75,0.1,0.18,0.4,14310.26741,2730.181409,8776.629944,,75.6996794858231,14.4423476988997
2401,1.92,0.36,0.475,0.18,0.4,22004.37717,1724.421657,3394.104642,,116.400640975455,9.12199353046974
2402,1.38,0.1,0.1,0.34,0.6,21488.84675,1103.2335,564.6880409,,113.67354395895,5.83597915785019
2403,1.92,0.49,0.225,0.34,0.2,21560.8662,1827.163054,4453.853084,,114.054518620398,9.66548378121033
2404,1.92,0.1,0.6,0.26,0.2,24969.34894,1198.912317,463.0824668,,132.085002856538,6.34210916737199
2405,0.84,0.23,0.1,0.42,0.8,19892.84144,1562.980517,2092.72159,,105.230858231062,8.26798834638172
2406,0.84,0.49,0.6,0.5,0.4,22461.24384,2243.375937,5260.216808,,118.817413457469,11.8672023751587
2407,2.46,0.36,0.475,0.1,0.6,22121.67625,1793.076932,3791.760555,,117.021139705882,9.48517209056285
2408,0.3,0.23,0.6,0.42,0.4,21678.04658,1625.854376,1673.349188,,114.674389441388,8.60058387642827
2409,1.92,0.62,0.35,0.34,0.4,21540.42806,2330.892647,6997.460871,,113.946403195091,12.3301557712653
2410,0.84,0.1,0.225,0.34,0.6,20992.84336,1167.382912,564.4545755,,111.049742699958,6.1753222175201
2411,3,0.62,0.6,0.34,0.2,25120.65297,2152.59039,6216.10839,,132.885383887008,11.3869572048244
2412,1.92,0.1,0.1,0.34,0.2,22778.76533,1045.181854,463.0824668,,120.497065859077,5.5288925835802
2413,2.46,0.1,0.225,0.26,0.6,23833.10095,1109.91332,602.2264778,,126.074380818874,5.87131464240373
2414,1.92,0.1,0.35,0.34,0.8,24146.50805,1215.97235,671.5995253,,127.732268567499,6.43235479263648
2415,1.38,0.1,0.225,0.5,0.2,23707.32691,1151.290784,430.9297248,,125.409050518409,6.0901966991113
2416,0.84,0.62,0.225,0.18,0.6,16761.55058,2577.413945,7782.042563,,88.6666873677529,13.6342252697842
2417,0.84,0.36,0.1,0.26,0.2,18247.99861,1538.020003,2841.595155,,96.5298276026238,8.13595007934829
2418,0.84,0.49,0.475,0.5,0.4,21791.13839,2204.456159,5260.216808,,115.272632194245,11.6613211965722
2419,0.3,0.49,0.1,0.34,0.2,16996.06809,1938.147693,4664.087531,,89.9072581993229,10.2525798402455
2420,0.84,0.49,0.1,0.18,0.4,16686.44374,2015.427818,5260.216808,,88.2693807659755,10.66138287135
2421,1.38,0.1,0.35,0.1,0.2,20993.2719,1051.856537,430.9297248,,111.052009627592,5.56420089399069
2422,1.38,0.49,0.1,0.1,0.8,16774.52393,2245.81762,6450.88629,,88.735314906898,11.8801185992383
2423,0.84,0.75,0.35,0.26,0.2,18298.86223,2519.44223,7807.806912,,96.7988903406686,13.3275615213711
2424,1.92,0.1,0.1,0.1,0.8,20452.33494,1026.518573,671.5995253,,108.190514917478,5.43016595958527
2425,2.46,0.1,0.35,0.34,0.4,25298.1653,1163.726335,532.6765788,,133.824403829877,6.15597934299619
2426,2.46,0.62,0.225,0.34,0.6,21555.46622,2418.417562,7773.491255,,114.025953343208,12.7931525708845
2427,1.92,0.1,0.225,0.42,0.2,24220.82102,1121.810764,463.0824668,,128.125375687685,5.93425076174355
2428,2.46,0.62,0.225,0.42,0.6,22222.90347,2428.957798,7773.491255,,117.556620133305,12.848909214981
2429,1.38,0.1,0.1,0.18,0.8,20011.83972,1069.07106,631.567199,,105.860345535336,5.65526375370292
2430,1.92,0.75,0.35,0.34,0.6,20773.63718,2799.664333,9737.01499,,109.890167054592,14.8099044276344
2431,2.46,0.1,0.1,0.5,0.4,25070.59393,1123.924164,532.6765788,,132.620577285231,5.94543040626323
2432,3,0.75,0.35,0.26,0.6,22023.79157,2706.349272,9730.634564,,116.503340933136,14.3162784172662
2433,0.3,0.36,0.35,0.42,0.2,19838.0241,1735.106695,2842.027765,,104.940880765975,9.17851616060093
2434,1.92,0.62,0.475,0.1,0.4,20093.18888,2335.079827,6997.460871,,106.290673296657,12.3523054750317
2435,3,0.75,0.475,0.18,0.2,22580.72255,2338.500482,7803.904,,119.449442181549,12.3704003491325
2436,1.38,0.36,0.6,0.18,0.4,21573.65715,1788.764861,3228.942246,,114.122181284384,9.46236172767668
2437,1.38,0.1,0.6,0.1,0.2,22369.31027,1141.474623,430.9297248,,118.33109537664,6.03827032903089
2438,1.92,0.49,0.1,0.5,0.4,21847.10686,1976.673859,5032.242432,,115.568699005501,10.4563788563267
2439,2.46,0.49,0.475,0.42,0.4,24478.37361,2059.407411,5030.459304,,129.487799460432,10.8940298931443
2440,0.3,0.62,0.225,0.5,0.2,18685.95798,2312.297966,6220.89462,,98.8465826280152,12.2317920334321
2441,1.38,0.62,0.35,0.1,0.4,18241.48224,2359.766939,6999.354063,,96.4953567498942,12.4828974767245
2442,2.46,0.23,0.1,0.5,0.6,24072.23432,1455.923012,2008.69805,,127.339369022429,7.70166637748625
2443,1.92,0.1,0.35,0.34,0.6,24183.33781,1191.571578,602.0938391,,127.927093789674,6.30327749682607
2444,2.46,0.23,0.475,0.26,0.6,24322.9007,1520.247416,2008.69805,,128.665365531105,8.0419351248413
2445,1.38,0.49,0.1,0.34,0.2,19623.48704,1814.940713,4662.708516,,103.806004231909,9.60082899386373
2446,3,0.62,0.6,0.42,0.2,25770.12527,2177.357149,6216.10839,,136.321018144308,11.5179705300466
2447,2.46,0.1,0.225,0.42,0.6,25161.81911,1166.205627,602.2264778,,133.103148063902,6.16909451438849
2448,3,0.62,0.6,0.18,0.4,23480.7641,2298.370216,6993.072253,,124.210559140923,12.1581158273381
2449,3,0.23,0.475,0.26,0.2,25555.22286,1370.027519,1572.503701,,135.184208950487,7.24728903406686
2450,3,0.1,0.225,0.42,0.8,26112.41876,1178.615885,671.8566294,,138.13171159543,6.2347433611934
2451,0.3,0.36,0.35,0.5,0.6,20154.41081,2021.006033,3619.542089,,106.614530311045,10.6908909913246
2452,1.92,0.1,0.1,0.34,0.8,22619.73507,1117.40858,671.5995253,,119.655813954719,5.91096371138383
2453,0.3,0.23,0.475,0.34,0.4,20329.19774,1559.065728,1673.349188,,107.539133199323,8.24727955988151
2454,0.3,0.62,0.35,0.1,0.2,15880.03791,2312.168766,6220.89462,,84.003586066441,12.2311085801947
2455,1.92,0.49,0.475,0.42,0.4,23463.35499,2094.932408,5032.242432,,124.118466938214,11.0819530681337
2456,1.92,0.36,0.1,0.34,0.2,21338.92563,1509.541645,2994.569285,,112.880478364367,7.9853028195091
2457,3,0.1,0.1,0.26,0.6,24034.09626,1057.930503,602.2866672,,127.137623042742,5.59633148011003
2458,0.3,0.1,0.35,0.1,0.2,18229.85373,1072.041159,430.7632897,,96.4338432606856,5.67097523804486
2459,0.3,0.1,0.6,0.34,0.8,21629.04792,1367.039659,630.9014586,,114.41519212865,7.23148359606433
2460,3,0.36,0.6,0.1,0.6,23755.22549,1810.51111,3789.623947,,125.662428533644,9.57739690012696
2461,2.46,0.23,0.225,0.1,0.4,21552.07517,1297.510817,1790.789256,,114.008015076174,6.86368396635633
2462,3,0.62,0.225,0.1,0.6,20334.3374,2345.565082,7770.036115,,107.566321413457,12.4077712759204
2463,0.3,0.23,0.1,0.26,0.8,17055.9256,1568.95524,2093.37697,,90.2238975878121,8.29959394837072
2464,1.38,0.75,0.35,0.18,0.4,18509.13717,2658.175484,8773.377263,,97.9112207469319,14.061444583157
2465,0.84,0.75,0.475,0.26,0.6,18506.34886,2941.449169,9742.343302,,97.8964709056284,15.5599300095218
2466,1.38,0.49,0.1,0.1,0.4,17164.91461,1935.123343,5258.767774,,90.8004369974609,10.2365813743123
2467,0.3,0.23,0.475,0.42,0.4,21008.04956,1583.311975,1673.349188,,111.130181760474,8.37553943609818
2468,0.84,0.1,0.475,0.18,0.6,21028.79097,1203.670335,564.4545755,,111.239901449429,6.36727853893356
2469,0.84,0.49,0.1,0.1,0.2,16127.21068,1816.34593,4663.433033,,85.3111017774016,9.60826243123149
2470,0.3,0.1,0.475,0.1,0.8,18756.53307,1233.172197,630.9014586,,99.2199167900973,6.52334001798561
2471,2.46,0.49,0.6,0.26,0.2,24028.88289,1904.596531,4452.96152,,127.11004491113,10.0750980268726
2472,1.38,0.75,0.475,0.42,0.8,20846.25287,3041.529985,10706.21581,,110.274295757512,16.0893460907744
2473,0.3,0.1,0.475,0.18,0.8,19522.6399,1262.518622,630.9014586,,103.272534384257,6.67857925306813
2474,3,0.75,0.35,0.18,0.4,21574.10359,2507.665501,8767.269282,,114.124542900973,13.2652639705882
2475,0.3,0.36,0.225,0.26,0.8,17165.22171,2048.55548,4008.299251,,90.8020615213711,10.8366244181126
2476,1.92,0.49,0.475,0.1,0.4,20639.90852,2025.379756,5032.242432,,109.182757723233,10.7140274862463
2477,1.38,0.62,0.6,0.1,0.6,19431.83258,2610.053974,7779.458831,,102.792174037241,13.8068872936945
2478,0.84,0.23,0.1,0.18,0.4,17987.37289,1321.317696,1673.021498,,95.1511473233178,6.98961963605586
2479,1.38,0.62,0.1,0.18,0.8,16948.45954,2623.584537,8559.563598,,89.6554144096488,13.8784624259416
2480,0.84,0.62,0.225,0.42,0.6,18893.36173,2592.8688,7782.042563,,99.943724767245,13.7159796868388
2481,0.84,0.23,0.475,0.1,0.8,19301.4778,1609.356237,2092.72159,,102.102612145578,8.51331060622091
2482,1.92,0.23,0.1,0.5,0.4,23168.8046,1395.001034,1791.407795,,122.560329030893,7.37939607490478
2483,0.3,0.23,0.6,0.1,0.8,18563.44759,1707.541395,2093.37697,,98.1985166631401,9.03269887325434
2484,1.38,0.36,0.35,0.26,0.8,20593.08879,1958.650419,4004.61389,,108.935086701227,10.3610369181126
2485,1.38,0.36,0.225,0.1,0.2,18832.55007,1499.208785,2841.106425,,99.6220380342785,7.93064317075751
2486,3,0.49,0.225,0.18,0.8,21526.51752,2155.923997,6181.481717,,113.872818027931,11.4045916049513
2487,1.38,0.36,0.475,0.26,0.4,21621.14904,1769.346866,3228.942246,,114.373407955988,9.35964275285654
2488,0.84,0.62,0.35,0.18,0.2,18022.15497,2239.206915,6220.110539,,95.3351405522641,11.8451487251375
2489,2.46,0.1,0.225,0.34,0.6,24510.99618,1138.356491,602.2264778,,129.660369128227,6.02177576703343
2490,3,0.62,0.1,0.34,0.6,21683.91451,2338.68858,7770.036115,,114.705430120609,12.3713953660601
2491,1.38,0.75,0.225,0.18,0.8,17247.99561,2977.564166,10706.21581,,91.2399259944985,15.7509742170969
2492,1.38,0.75,0.475,0.5,0.8,21488.21303,3044.931465,10706.21581,,113.67019165256,16.1073395313161
2493,1.92,0.23,0.1,0.34,0.6,21716.2048,1419.122225,2009.625859,,114.876242065171,7.50699441917055
2494,0.3,0.23,0.35,0.34,0.4,19613.08761,1513.213354,1673.349188,,103.750992435463,8.004725740584
2495,3,0.23,0.225,0.42,0.4,25314.42099,1400.664501,1790.035734,,133.910394572577,7.40935516821837
2496,1.92,0.49,0.225,0.18,0.8,19521.34241,2241.962407,6189.021128,,103.265670810411,11.8597249629708
2497,0.3,0.23,0.35,0.34,0.8,19373.9216,1689.451891,2093.37697,,102.485831570038,8.93700746402878
