Version,window_u,shgc,roof_u,extWall_u,transmittance,total_idealHeating,total_idealCooling,total_solarRad
v340,0.3,0.58,0.3,0.7,0.4,77365.95083,23145.95185,60930.95171
v341,2.22,0.7,0.5,0.7,0.2,98302.46295,21652.71298,64625.55569
v342,2.22,0.7,0.3,0.7,0.4,93867.74156,22412.68047,75934.4045
v343,2.7,0.22,0.5,0.34,0.8,109957.3272,17956.35099,21375.87888
v344,1.74,0.22,0.6,0.34,0.6,102878.4065,18353.29642,18722.92396
v345,0.78,0.22,0.4,0.7,0.8,94505.45577,19564.29629,20302.85932
v346,0.78,0.7,0.4,0.1,0.4,72414.86934,23744.10608,76018.68246
v347,0.78,0.46,0.3,0.58,0.4,84933.41878,21777.97693,46009.42601
v348,2.7,0.58,0.1,0.22,0.8,89384.36227,22576.48733,79148.77973
v349,1.74,0.1,0.4,0.1,0.4,102328.1891,14715.18872,5206.432496
v350,2.22,0.34,0.3,0.58,0.4,103413.372,19116.44143,29993.06228
v351,2.7,0.58,0.4,0.58,0.4,101279.4247,21255.33143,60796.36939
v352,2.22,0.58,0.2,0.22,0.2,90839.4988,21034.784,51636.06999
v353,0.78,0.7,0.2,0.22,0.6,69983.16099,24202.58068,87369.67025
v354,1.26,0.58,0.4,0.34,0.6,83162.25014,22996.30591,70103.96161
v355,2.7,0.58,0.3,0.7,0.2,103105.94,20477.16713,51620.16423
v356,2.22,0.7,0.2,0.46,0.2,91065.70565,21841.8171,64625.55569
v357,2.7,0.46,0.4,0.34,0.8,99487.77661,21315.52757,57919.9788
v358,1.26,0.46,0.5,0.1,0.6,84490.39785,22147.85158,53094.42174
v359,0.78,0.46,0.6,0.34,0.2,86992.49538,21105.65307,38894.5455
v360,2.22,0.7,0.1,0.34,0.4,86062.41575,22695.62615,75934.4045
v361,1.26,0.1,0.4,0.58,0.8,103739.7794,16060.61064,6722.342581
v362,1.74,0.1,0.3,0.7,0.4,109505.3997,15034.88127,5206.432496
v363,1.26,0.7,0.2,0.34,0.8,75641.10672,24140.72243,98668.95962
v364,1.26,0.7,0.2,0.58,0.4,81735.11191,23184.87588,75992.83325
v365,1.74,0.46,0.4,0.1,0.2,90711.89159,20313.45037,37226.14613
v366,2.7,0.58,0.4,0.22,0.8,93653.55895,22455.22827,79148.77973
v367,0.78,0.22,0.1,0.34,0.8,85255.42058,19624.54374,20302.85932
v368,1.74,0.7,0.2,0.34,0.2,84901.25371,22260.57161,64640.76058
v369,0.3,0.34,0.5,0.34,0.4,82573.36307,21027.335,28435.29299
v370,0.78,0.58,0.4,0.58,0.8,80219.93129,23599.54782,79372.95191
v371,1.26,0.22,0.6,0.1,0.4,95224.49081,18124.74752,15080.91715
v372,0.3,0.46,0.4,0.34,0.8,75019.41063,23349.03982,60275.49823
v373,2.7,0.22,0.5,0.1,0.2,108422.9531,16216.13455,13338.45433
v374,1.74,0.1,0.2,0.58,0.6,106236.6813,15206.82659,6143.311322
v375,0.3,0.34,0.2,0.7,0.8,81354.64464,21986.64639,37870.10687
v376,2.7,0.34,0.4,0.1,0.2,103177.3829,18026.88055,25150.9236
v377,0.78,0.34,0.2,0.58,0.8,85566.18907,21479.48884,37846.79911
v378,2.7,0.1,0.4,0.46,0.2,116952.2317,14077.19602,4270.826679
v379,2.7,0.22,0.3,0.34,0.2,109486.8504,16171.56995,13338.45433
v380,2.22,0.1,0.3,0.22,0.2,107905.4967,14010.10778,4270.33473
v381,2.22,0.7,0.4,0.22,0.4,88556.70874,22637.79135,75934.4045
v382,2.22,0.22,0.1,0.46,0.4,103233.0216,17123.06808,16027.14009
v383,0.78,0.7,0.2,0.7,0.4,78185.30093,23485.27799,76018.68246
v384,2.7,0.58,0.1,0.1,0.8,87452.05334,22656.1532,79148.77973
v385,1.74,0.7,0.6,0.1,0.8,82065.72374,23807.80943,98612.92166
v386,0.78,0.1,0.6,0.1,0.8,93809.80969,16546.83765,6717.56098
v387,2.7,0.46,0.5,0.58,0.2,107719.2939,19408.53327,37200.85791
v388,2.7,0.58,0.2,0.46,0.8,94405.44672,22389.58681,79148.77973
v389,2.7,0.34,0.5,0.7,0.8,109981.9352,19780.85518,39621.84275
v390,2.22,0.1,0.6,0.58,0.6,116011.7591,15173.21192,6145.654499
v391,0.78,0.34,0.5,0.22,0.8,84523.73592,21619.64463,37846.79911
v392,0.3,0.1,0.5,0.58,0.4,94512.90811,16406.14538,4898.997613
v393,1.74,0.34,0.6,0.58,0.6,101703.1677,20129.14835,34850.61461
v394,0.78,0.58,0.6,0.34,0.8,79493.07638,23656.53305,79372.95191
v395,0.78,0.7,0.4,0.7,0.8,78283.92719,24164.49033,98720.65804
v396,0.78,0.7,0.3,0.7,0.4,79636.75678,23434.92218,76018.68246
v397,0.3,0.22,0.5,0.22,0.6,83963.31326,19863.08813,17700.96718
v398,2.22,0.58,0.3,0.22,0.6,89201.06875,22408.36791,70020.29186
v399,2.7,0.34,0.4,0.34,0.4,105654.7605,18832.88282,29974.56331
v400,2.7,0.46,0.6,0.1,0.8,98326.18,21407.61507,57919.9788
v401,0.3,0.46,0.2,0.34,0.2,75850.50911,21699.78423,38903.6233
v402,1.26,0.58,0.5,0.1,0.6,80758.54554,23113.27433,70103.96161
v403,0.78,0.7,0.5,0.1,0.8,71069.78143,24474.07393,98720.65804
v404,0.78,0.34,0.5,0.1,0.2,85731.87487,19740.86747,23712.05912
v405,0.78,0.46,0.3,0.34,0.8,79270.39428,22930.23704,60239.18702
v406,1.26,0.46,0.3,0.34,0.8,84509.93476,22491.87455,60199.34066
v407,0.78,0.22,0.3,0.58,0.2,93887.90418,17726.74638,12477.91523
v408,0.78,0.7,0.5,0.1,0.4,73767.02465,23697.22234,76018.68246
v409,1.74,0.22,0.5,0.34,0.8,101091.4187,18729.99799,21410.79434
v410,2.22,0.58,0.3,0.7,0.6,95905.94161,22134.70201,70020.29186
v411,1.26,0.22,0.1,0.7,0.4,97013.56442,17898.54856,15080.91715
v412,1.26,0.58,0.2,0.34,0.6,80326.10976,23088.26195,70103.96161
v413,0.78,0.7,0.1,0.58,0.6,73626.29111,24041.62659,87369.67025
v414,0.78,0.46,0.5,0.22,0.2,83900.92394,21178.41919,38894.5455
v415,1.74,0.7,0.4,0.1,0.8,79464.35497,23892.59168,98612.92166
v416,2.22,0.1,0.3,0.58,0.8,112047.5782,15176.57941,7083.314384
v417,2.22,0.58,0.4,0.34,0.2,95434.56096,20949.61193,51636.06999
v418,2.7,0.34,0.2,0.34,0.8,101106.9323,19894.29623,39621.84275
v419,0.78,0.7,0.5,0.46,0.4,79197.20746,23474.12099,76018.68246
v420,2.7,0.58,0.2,0.46,0.8,94405.44672,22389.58681,79148.77973
v421,1.74,0.58,0.5,0.58,0.2,95602.83534,21193.72716,51650.62052
v422,1.26,0.58,0.6,0.22,0.4,85363.84872,22468.75256,60883.96076
v423,2.7,0.58,0.6,0.58,0.4,103812.5003,21219.98259,60796.36939
v424,2.7,0.7,0.6,0.1,0.4,93359.60483,22340.54113,75901.3354
v425,0.3,0.58,0.3,0.46,0.8,71660.45504,24107.91388,79417.94435
v426,1.74,0.34,0.5,0.1,0.8,92608.73565,20767.60544,39691.72485
v427,1.74,0.34,0.2,0.34,0.8,92241.18462,20676.23454,39691.72485
v428,2.22,0.46,0.3,0.58,0.4,99456.13643,20518.32183,44133.7506
v429,2.7,0.7,0.6,0.1,0.8,90600.50572,23238.94806,98485.96391
v430,1.74,0.1,0.4,0.22,0.2,104622.7551,14385.2448,4269.55367
v431,2.22,0.7,0.6,0.22,0.8,88370.74633,23436.81875,98552.10212
v432,2.7,0.7,0.4,0.1,0.2,92604.18483,21658.2135,64609.02114
v433,2.22,0.1,0.5,0.58,0.8,114621.726,15323.77876,7083.314384
v434,2.7,0.22,0.3,0.1,0.2,105816.7856,16086.53307,13338.45433
v435,0.78,0.22,0.2,0.58,0.8,90148.97516,19570.1512,20302.85932
v436,1.74,0.22,0.5,0.7,0.6,106485.8258,18291.72946,18722.92396
v437,0.3,0.46,0.6,0.22,0.6,76908.92026,22946.18965,53151.53992
v438,2.7,0.1,0.5,0.46,0.8,117347.3721,14941.98275,7085.282183
v439,2.7,0.34,0.4,0.58,0.6,107879.8839,19422.63965,34798.20303
v440,1.74,0.58,0.4,0.1,0.8,83064.63463,23181.07024,79270.60488
v441,0.3,0.34,0.1,0.34,0.4,76823.06692,21060.17623,28435.29299
v442,2.7,0.7,0.5,0.7,0.4,100644.5665,22047.21282,75901.3354
v443,2.7,0.1,0.1,0.34,0.6,110456.1511,14306.45138,6147.130349
v444,2.7,0.1,0.5,0.22,0.4,114393.0974,14321.95,5208.978514
v445,2.22,0.46,0.1,0.1,0.6,88184.15402,21438.57026,51053.38375
v446,2.7,0.22,0.1,0.58,0.2,109967.3303,16101.08531,13338.45433
v447,2.7,0.1,0.1,0.58,0.6,113742.285,14473.98666,6147.130349
v448,2.7,0.34,0.2,0.46,0.4,104626.0285,18766.28887,29974.56331
v449,2.7,0.46,0.6,0.34,0.4,104206.8879,20256.74033,44107.23154
v450,0.3,0.7,0.5,0.7,0.8,74186.54841,24451.12956,98768.35648
v451,2.7,0.46,0.2,0.58,0.8,100071.4282,21240.89479,57919.9788
v452,0.3,0.34,0.3,0.58,0.6,82156.57607,21540.58259,33152.69993
v453,1.74,0.22,0.3,0.58,0.4,103139.4816,17625.48315,16035.05358
v454,0.78,0.58,0.3,0.58,0.2,82971.21255,22071.14446,51676.20727
v455,2.7,0.1,0.2,0.34,0.2,112614.3996,13782.1907,4270.826679
v456,0.3,0.58,0.2,0.34,0.8,68474.87769,24230.86362,79417.94435
v457,1.74,0.46,0.2,0.22,0.8,86109.41212,22192.66593,58021.13167
v458,0.78,0.34,0.5,0.7,0.8,91262.72878,21356.52882,37846.79911
v459,1.74,0.1,0.4,0.58,0.8,108714.6793,15634.31614,7080.190147
v460,2.7,0.22,0.2,0.58,0.6,109728.6427,17491.30653,18696.73736
v461,1.26,0.7,0.5,0.1,0.6,77321.51567,23815.27245,87330.89644
v462,2.7,0.46,0.1,0.34,0.2,98921.36034,19413.84628,37200.85791
v463,0.3,0.46,0.6,0.58,0.6,82082.2261,22724.67429,53151.53992
v464,2.7,0.7,0.4,0.34,0.8,91743.70744,23170.68822,98485.96391
v465,2.22,0.7,0.4,0.1,0.8,83881.17739,23599.13599,98552.10212
v466,2.22,0.7,0.2,0.1,0.6,82286.67893,23330.23867,87243.25331
v467,1.26,0.34,0.5,0.34,0.4,93556.74843,19960.93266,28410.57888
v468,1.26,0.58,0.3,0.1,0.2,81056.91398,21899.5142,51663.95991
v469,1.74,0.34,0.2,0.46,0.8,93966.43423,20621.57398,39691.72485
v470,2.7,0.46,0.4,0.46,0.8,101195.3366,21254.42408,57919.9788
v471,1.26,0.7,0.4,0.34,0.4,81225.08168,23229.79251,75992.83325
v472,1.26,0.34,0.2,0.7,0.4,94347.34757,19822.50364,28410.57888
v473,2.22,0.1,0.5,0.7,0.2,117035.3532,14552.15743,4270.33473
v474,1.74,0.34,0.5,0.58,0.4,101534.1788,19528.71839,30009.50436
v475,2.7,0.34,0.1,0.22,0.6,98544.0677,19499.19946,34798.20303
v476,0.3,0.22,0.6,0.7,0.8,91282.518,20159.28455,20311.42272
v477,2.7,0.7,0.4,0.22,0.2,94506.53706,21590.09991,64609.02114
v478,2.22,0.22,0.3,0.34,0.8,103058.9993,18262.93843,21394.96737
v479,0.78,0.46,0.6,0.7,0.8,88177.80885,22607.73325,60239.18702
v480,1.74,0.22,0.4,0.1,0.2,98318.2801,16846.14148,13347.1832
v481,2.22,0.46,0.5,0.58,0.8,99899.65836,21516.83775,57973.01691
v482,2.22,0.34,0.1,0.34,0.8,95349.84809,20265.42212,39658.84068
v483,2.22,0.34,0.3,0.1,0.8,94507.86135,20358.92035,39658.84068
v484,2.22,0.46,0.2,0.1,0.8,88733.96894,21874.92676,57973.01691
v485,1.26,0.46,0.3,0.22,0.4,84964.6739,21507.70105,45989.50283
v486,1.74,0.22,0.3,0.22,0.2,98870.26227,16813.82281,13347.1832
v487,2.22,0.34,0.4,0.1,0.4,97729.02343,19258.49453,29993.06228
v488,2.7,0.22,0.3,0.22,0.8,105558.7981,17904.17317,21375.87888
v489,1.26,0.58,0.2,0.7,0.2,88248.70517,21598.46584,51663.95991
v490,2.7,0.34,0.2,0.58,0.2,107439.0558,17932.77329,25150.9236
v491,2.7,0.7,0.2,0.34,0.8,88965.54063,23258.92261,98485.96391
v492,1.74,0.1,0.6,0.1,0.8,104247.454,15528.01266,7080.190147
v493,2.7,0.46,0.6,0.58,0.6,106251.0529,20759.91694,51013.60517
v494,0.78,0.58,0.3,0.1,0.6,72881.3101,23586.94227,70140.7037
v495,2.7,0.46,0.5,0.46,0.8,102486.472,21232.87484,57919.9788
v496,1.26,0.7,0.2,0.46,0.6,78589.78795,23726.21293,87330.89644
v497,2.7,0.46,0.2,0.7,0.4,103792.9624,20141.00253,44107.23154
v498,2.7,0.58,0.6,0.7,0.8,102858.1175,22128.1596,79148.77973
v499,2.22,0.1,0.5,0.22,0.2,110495.2148,14202.09595,4270.33473
v500,2.7,0.7,0.2,0.58,0.6,93522.33647,22750.03827,87193.64966
v501,2.7,0.22,0.2,0.22,0.8,104165.9671,17866.32217,21375.87888
v502,2.7,0.34,0.5,0.34,0.8,105137.4533,19893.81236,39621.84275
v503,2.7,0.34,0.3,0.46,0.8,104216.5875,19852.88706,39621.84275
v504,1.74,0.58,0.1,0.1,0.8,78717.4979,23319.13556,79270.60488
v505,2.7,0.7,0.4,0.22,0.8,89938.29783,23243.29252,98485.96391
v506,1.26,0.58,0.3,0.46,0.6,83498.986,22968.10619,70103.96161
v507,1.74,0.58,0.5,0.58,0.6,92584.06702,22463.16311,70063.94343
v508,2.7,0.34,0.4,0.34,0.4,105654.7605,18832.88282,29974.56331
v509,2.7,0.58,0.1,0.1,0.4,89963.17364,21584.9719,60796.36939
v510,2.7,0.7,0.5,0.58,0.4,99112.59111,22104.46577,75901.3354
v511,2.7,0.58,0.5,0.58,0.2,104205.9968,20506.45536,51620.16423
v512,2.7,0.34,0.4,0.1,0.2,103177.3829,18026.88055,25150.9236
v513,0.3,0.34,0.5,0.22,0.2,81923.93266,20291.26721,23717.88606
v514,2.22,0.1,0.1,0.1,0.6,102425.8432,14404.85859,6145.654499
v515,1.26,0.58,0.6,0.46,0.6,87476.23931,22846.39729,70103.96161
v516,2.7,0.34,0.2,0.1,0.8,97375.09134,19985.1041,39621.84275
v517,0.78,0.22,0.2,0.1,0.8,82981.08041,19727.72442,20302.85932
v518,0.3,0.34,0.2,0.46,0.2,81281.58996,20160.83738,23717.88606
v519,0.78,0.7,0.2,0.58,0.6,75147.35981,23990.57102,87369.67025
v520,0.3,0.1,0.3,0.58,0.2,92271.16362,15705.19837,3992.38295
v521,1.26,0.1,0.1,0.7,0.4,101739.7828,15164.32005,4904.055434
v522,1.74,0.34,0.4,0.34,0.6,95820.34797,20220.48241,34850.61461
v523,0.3,0.7,0.6,0.34,0.4,73312.18453,23861.41625,76042.53168
v524,2.7,0.1,0.3,0.34,0.8,113108.881,14715.77394,7085.282183
v525,2.7,0.1,0.5,0.58,0.8,118931.8259,15005.01694,7085.282183
v526,0.78,0.7,0.2,0.1,0.2,71268.08761,23198.56522,64667.69467
v527,2.7,0.1,0.4,0.34,0.4,114901.294,14328.81563,5208.978514
v528,0.78,0.34,0.3,0.22,0.2,84935.54493,19659.01446,23712.05912
v529,1.74,0.1,0.5,0.22,0.4,105505.5376,14897.83004,5206.432496
v530,2.22,0.34,0.6,0.34,0.2,105156.2959,18417.66031,25160.17308
v531,2.7,0.1,0.2,0.1,0.8,108073.6971,14447.59066,7085.282183
v532,2.7,0.58,0.6,0.7,0.8,102858.1175,22128.1596,79148.77973
v533,2.22,0.58,0.1,0.58,0.2,94503.05582,20880.35303,51636.06999
v534,1.26,0.7,0.1,0.7,0.6,80267.71217,23644.12456,87330.89644
v535,1.74,0.7,0.3,0.46,0.6,84755.87237,23358.13719,87288.86797
v536,2.7,0.46,0.4,0.7,0.2,107964.4039,19371.08612,37200.85791
v537,2.7,0.58,0.6,0.1,0.6,95393.1091,22063.7924,69972.57456
v538,0.3,0.22,0.4,0.7,0.4,90194.79724,19096.9249,15090.51163
v539,2.7,0.34,0.5,0.22,0.2,106352.3272,18053.78899,25150.9236
v540,2.7,0.7,0.2,0.58,0.8,92310.1255,23126.07879,98485.96391
v541,2.7,0.7,0.5,0.22,0.4,94001.97812,22299.50833,75901.3354
v542,1.26,0.34,0.1,0.1,0.6,83059.50618,20727.45213,33115.62875
v543,0.3,0.1,0.1,0.34,0.8,84686.86319,16913.89915,6712.226939
v544,0.78,0.22,0.4,0.22,0.6,88420.75167,19246.69735,17694.54463
v545,2.22,0.46,0.6,0.46,0.4,101731.0476,20545.54589,44133.7506
v546,2.22,0.1,0.2,0.34,0.8,107376.5683,14950.11502,7083.314384
v547,1.26,0.22,0.1,0.22,0.8,88846.28063,19086.78466,20292.23376
v548,0.3,0.46,0.6,0.22,0.8,75843.04381,23344.47966,60275.49823
v549,2.7,0.46,0.6,0.58,0.4,107507.2936,20171.21087,44107.23154
v550,0.78,0.34,0.5,0.7,0.8,91262.72878,21356.52882,37846.79911
v551,2.7,0.22,0.6,0.34,0.4,112436.8755,17030.51724,16017.59584
v552,2.7,0.7,0.3,0.22,0.8,88574.73837,23286.57965,98485.96391
v553,2.7,0.7,0.6,0.58,0.6,98830.64294,22592.69776,87193.64966
v554,2.7,0.46,0.1,0.22,0.6,94351.5227,20994.98376,51013.60517
v555,2.22,0.58,0.4,0.34,0.4,93793.9868,21709.46111,60828.18092
v556,1.26,0.1,0.6,0.46,0.8,104650.2934,16137.3048,6722.342581
v557,2.22,0.58,0.3,0.58,0.6,94359.45035,22196.91009,70020.29186
v558,1.74,0.34,0.1,0.1,0.2,90094.49353,18695.29751,25168.39412
v559,1.74,0.7,0.6,0.46,0.4,90241.36408,22741.2932,75964.81427
v560,2.7,0.34,0.3,0.1,0.8,98787.51855,19983.88662,39621.84275
v561,0.78,0.58,0.6,0.22,0.8,77687.72148,23735.74622,79372.95191
v562,1.74,0.58,0.6,0.22,0.8,87577.31324,23018.72739,79270.60488
v563,0.3,0.1,0.4,0.7,0.4,94748.91401,16383.96981,4898.997613
v564,1.26,0.7,0.2,0.22,0.8,73831.35358,24215.89128,98668.95962
v565,2.7,0.22,0.4,0.22,0.2,109031.0017,16197.62962,13338.45433
v566,2.7,0.7,0.3,0.22,0.6,89792.09419,22915.59138,87193.64966
v567,0.3,0.7,0.2,0.22,0.2,67656.46279,23533.39576,64679.61928
v568,2.7,0.34,0.5,0.46,0.2,109820.3143,18040.09911,25150.9236
v569,1.74,0.46,0.3,0.58,0.8,92725.60335,21947.6283,58021.13167
v570,1.74,0.58,0.5,0.58,0.6,92584.06702,22463.16311,70063.94343
v571,0.78,0.22,0.3,0.1,0.2,86791.13914,17677.51232,12477.91523
v572,0.78,0.58,0.3,0.22,0.2,77804.72183,22276.99255,51676.20727
v573,1.26,0.22,0.2,0.46,0.4,95311.00924,17948.15927,15080.91715
v574,0.78,0.7,0.5,0.58,0.4,80816.45885,23406.74807,76018.68246
v575,2.22,0.1,0.1,0.34,0.8,105933.0587,14840.6539,7083.314384
v576,2.22,0.7,0.2,0.34,0.8,84804.86443,23534.99174,98552.10212
v577,0.78,0.58,0.2,0.58,0.8,77385.67818,23693.72305,79372.95191
v578,1.26,0.1,0.1,0.34,0.2,97270.63795,14440.55955,3994.91186
v579,2.22,0.1,0.4,0.22,0.2,109227.3398,14111.39573,4270.33473
v580,2.22,0.58,0.5,0.1,0.2,93043.13967,21058.13857,51636.06999
v581,1.26,0.22,0.4,0.22,0.8,93150.26049,19158.00092,20292.23376
v582,0.3,0.46,0.2,0.1,0.8,68359.27474,23616.97028,60275.49823
v583,2.7,0.7,0.6,0.1,0.2,95173.77241,21615.7272,64609.02114
v584,1.74,0.58,0.6,0.1,0.6,86798.25454,22717.38789,70063.94343
v585,1.26,0.1,0.2,0.34,0.8,97659.5728,15784.23365,6722.342581
v586,2.7,0.58,0.1,0.46,0.6,94011.09209,22011.5534,69972.57456
v587,2.22,0.58,0.3,0.46,0.2,95779.263,20906.60711,51636.06999
v588,2.7,0.34,0.5,0.58,0.8,108450.9378,19815.15575,39621.84275
v589,1.74,0.58,0.5,0.7,0.2,97135.75232,21142.17248,51650.62052
v590,0.78,0.46,0.5,0.7,0.2,90598.03175,20955.32487,38894.5455
v591,0.78,0.1,0.3,0.22,0.8,91780.82481,16379.25237,6717.56098
v592,2.22,0.7,0.2,0.7,0.2,94229.63135,21726.53069,64625.55569
v593,2.7,0.22,0.1,0.46,0.6,106673.0609,17436.94155,18696.73736
v594,2.7,0.7,0.5,0.58,0.6,97584.67612,22627.22095,87193.64966
v595,0.3,0.34,0.3,0.58,0.2,84382.62232,20135.02764,23717.88606
v596,0.78,0.58,0.2,0.22,0.8,72201.66303,23919.94011,79372.95191
v597,1.26,0.46,0.2,0.22,0.4,83515.43769,21529.97079,45989.50283
v598,0.78,0.34,0.4,0.58,0.8,88387.53841,21434.71269,37846.79911
v599,0.3,0.58,0.3,0.7,0.8,74834.31876,23973.1369,79417.94435
v600,0.3,0.22,0.4,0.34,0.6,84456.80198,19804.1242,17700.96718
v601,2.7,0.46,0.4,0.46,0.8,101195.3366,21254.42408,57919.9788
v602,2.22,0.46,0.5,0.7,0.2,105062.7098,19719.81273,37214.11744
v603,2.7,0.46,0.1,0.7,0.8,100155.9751,21210.07649,57919.9788
v604,2.7,0.46,0.3,0.7,0.8,103015.3274,21167.4192,57919.9788
v605,1.26,0.7,0.4,0.46,0.2,84686.24326,22495.33544,64654.77007
v606,0.3,0.7,0.4,0.22,0.6,67424.83232,24451.03982,87405.44408
v607,1.26,0.1,0.3,0.7,0.6,104216.2401,15740.40921,5813.199007
v608,1.74,0.46,0.6,0.58,0.8,96648.80163,21862.3248,58021.13167
v609,2.22,0.58,0.6,0.22,0.4,94560.42067,21729.68387,60828.18092
v610,2.22,0.1,0.1,0.1,0.8,102231.3316,14663.22623,7083.314384
v611,2.7,0.22,0.1,0.46,0.8,106224.6847,17812.82159,21375.87888
v612,2.7,0.7,0.3,0.46,0.4,94841.86219,22231.02419,75901.3354
v613,0.3,0.58,0.6,0.7,0.6,80023.64739,23474.6003,70174.44803
v614,2.22,0.7,0.5,0.34,0.8,88910.23499,23402.62351,98552.10212
v615,2.22,0.46,0.2,0.1,0.4,90966.03921,20737.90494,44133.7506
v616,0.78,0.1,0.5,0.7,0.4,101864.6586,15950.101,4901.664633
v617,2.22,0.22,0.3,0.34,0.2,105238.1901,16482.3276,13343.22645
v618,2.22,0.1,0.6,0.7,0.6,117518.6253,15233.33117,6145.654499
v619,2.22,0.22,0.5,0.22,0.8,103888.9277,18332.43361,21394.96737
v620,1.74,0.7,0.1,0.34,0.8,78866.93184,23880.96746,98612.92166
v621,0.3,0.58,0.6,0.7,0.8,78842.85404,23839.0236,79417.94435
v622,2.22,0.46,0.5,0.34,0.2,100231.7492,19824.51872,37214.11744
v623,2.7,0.34,0.2,0.7,0.4,107778.3669,18725.98573,29974.56331
v624,2.7,0.46,0.5,0.46,0.2,106116.9118,19439.55967,37200.85791
v625,2.7,0.34,0.3,0.7,0.6,108082.9917,19385.42352,34798.20303
v626,2.22,0.7,0.2,0.22,0.8,82989.78996,23610.5529,98552.10212
v627,2.7,0.22,0.3,0.58,0.8,110664.9672,17885.14771,21375.87888
v628,2.22,0.22,0.5,0.22,0.8,103888.9277,18332.43361,21394.96737
v629,1.74,0.1,0.3,0.7,0.4,109505.3997,15034.88127,5206.432496
v630,0.78,0.1,0.4,0.7,0.2,100988.1414,15417.14647,3993.71646
v631,1.74,0.58,0.6,0.46,0.6,92223.03701,22495.17868,70063.94343
v632,1.74,0.7,0.6,0.7,0.4,93389.20358,22618.87605,75964.81427
v633,1.26,0.1,0.5,0.34,0.4,102370.3727,15328.50722,4904.055434
v634,1.26,0.58,0.5,0.22,0.4,84085.50058,22501.91189,60883.96076
v635,2.7,0.34,0.4,0.58,0.2,110148.162,18003.54133,25150.9236
v636,1.74,0.7,0.1,0.46,0.8,80590.08364,23808.80463,98612.92166
v637,1.26,0.58,0.2,0.46,0.8,80908.08036,23391.26615,79323.96246
v638,2.22,0.22,0.4,0.7,0.6,109734.0505,17892.0827,18711.05373
v639,2.22,0.22,0.3,0.46,0.8,104767.4327,18249.93587,21394.96737
v640,2.7,0.1,0.6,0.22,0.2,115981.0159,14049.38564,4270.826679
v641,0.3,0.58,0.2,0.7,0.8,73379.38704,24022.01363,79417.94435
v642,2.7,0.34,0.2,0.1,0.8,97375.09134,19985.1041,39621.84275
v643,2.7,0.7,0.2,0.46,0.8,90682.75132,23190.78404,98485.96391
v644,1.26,0.1,0.5,0.22,0.6,100198.1718,15654.03978,5813.199007
v645,0.3,0.7,0.5,0.1,0.2,70008.33079,23466.47907,64679.61928
v646,2.7,0.58,0.4,0.34,0.8,95459.6737,22381.96595,79148.77973
v647,2.22,0.34,0.6,0.7,0.2,109965.1115,18384.57416,25160.17308
v648,2.22,0.7,0.3,0.46,0.6,89171.10926,23057.04381,87243.25331
v649,2.7,0.46,0.3,0.58,0.8,101472.9704,21219.04739,57919.9788
v650,2.22,0.58,0.4,0.7,0.8,96156.51076,22496.72783,79212.40279
v651,2.22,0.7,0.3,0.46,0.8,87944.62983,23419.45712,98552.10212
v652,0.78,0.22,0.6,0.22,0.4,91832.08369,18643.69316,15086.22993
v653,2.7,0.58,0.1,0.46,0.2,97078.60116,20581.56996,51620.16423
v654,0.78,0.7,0.4,0.46,0.2,79589.13286,22887.04316,64667.69467
v655,1.26,0.22,0.3,0.1,0.8,89848.67349,19170.47462,20292.23376
v656,2.7,0.46,0.4,0.7,0.8,104354.6069,21147.6034,57919.9788
v657,0.78,0.7,0.4,0.58,0.2,81209.54414,22821.14969,64667.69467
v658,1.74,0.58,0.3,0.22,0.2,87786.22801,21405.21333,51650.62052
v659,1.26,0.58,0.5,0.22,0.4,84085.50058,22501.91189,60883.96076
v660,2.22,0.7,0.1,0.46,0.8,85033.31281,23513.31169,98552.10212
v661,2.7,0.58,0.1,0.46,0.6,94011.09209,22011.5534,69972.57456
v662,0.78,0.34,0.2,0.1,0.4,80349.14222,20577.48216,28423.63911
v663,2.22,0.58,0.4,0.46,0.6,94093.02655,22227.35278,70020.29186
v664,1.26,0.34,0.2,0.34,0.2,90620.57797,19069.88292,23705.529
v665,2.7,0.22,0.3,0.58,0.2,112769.9799,16243.68448,13338.45433
v666,1.74,0.58,0.5,0.7,0.6,94126.28237,22402.06926,70063.94343
v667,2.7,0.34,0.5,0.58,0.2,111418.1611,18035.01891,25150.9236
v668,2.7,0.1,0.5,0.58,0.4,119404.928,14565.20657,5208.978514
v669,1.74,0.7,0.1,0.58,0.4,84974.81323,22888.03712,75964.81427
v670,1.26,0.34,0.4,0.7,0.2,98291.2059,19060.06815,23705.529
v671,2.22,0.46,0.5,0.22,0.8,94762.40245,21711.29142,57973.01691
v672,0.78,0.7,0.6,0.1,0.8,72357.48164,24432.20792,98720.65804
v673,1.74,0.58,0.1,0.34,0.2,86658.35425,21380.93117,51650.62052
v674,2.22,0.1,0.5,0.7,0.4,116657.6452,14891.25828,5207.994614
v675,2.7,0.34,0.5,0.1,0.6,102153.5783,19575.24056,34798.20303
v676,1.26,0.46,0.4,0.22,0.8,84070.00543,22532.70408,60199.34066
v677,2.7,0.58,0.2,0.1,0.6,90033.56335,22195.1328,69972.57456
v678,2.7,0.22,0.2,0.34,0.2,108107.5594,16099.25657,13338.45433
v679,0.3,0.34,0.5,0.34,0.6,81513.94117,21632.4479,33152.69993
