Version,window_u,shgc,roof_u,extWall_u,transmittance,total_idealHeating,total_idealCooling,total_solarRad
v4470,0.78,0.34,0.2,0.22,0.6,81210.82077,21186.18911,33135.21911
v4471,0.78,0.34,0.6,0.22,0.2,88931.29141,19709.84774,23712.05912
v4472,0.78,0.22,0.3,0.58,0.8,91581.63655,19583.89937,20302.85932
v4473,0.78,0.7,0.4,0.46,0.2,79589.13286,22887.04316,64667.69467
v4474,0.78,0.46,0.1,0.7,0.6,82290.08907,22376.63951,53124.30651
v4475,1.26,0.46,0.4,0.22,0.2,87787.31727,20703.96868,38884.58391
v4476,0.3,0.22,0.6,0.34,0.2,88740.50885,18418.27213,12480.05608
v4477,1.74,0.1,0.5,0.1,0.4,103614.8865,14805.16198,5206.432496
v4478,0.3,0.1,0.2,0.1,0.6,82805.96114,16441.04768,5805.612276
v4479,2.22,0.46,0.6,0.58,0.6,102081.5664,21085.63113,51053.38375
v4480,0.78,0.58,0.4,0.34,0.6,78033.1585,23374.88445,70140.7037
v4481,1.26,0.58,0.1,0.34,0.2,81829.36955,21811.46373,51663.95991
v4482,1.26,0.22,0.5,0.7,0.6,101735.0929,18667.71857,17686.57546
v4483,2.7,0.34,0.4,0.22,0.6,102765.1371,19527.51511,34798.20303
v4484,1.26,0.34,0.3,0.7,0.8,93880.42465,20888.95324,37820.67863
v4485,2.22,0.46,0.6,0.58,0.6,102081.5664,21085.63113,51053.38375
v4486,2.7,0.7,0.2,0.22,0.2,91719.26754,21640.55849,64609.02114
v4487,0.78,0.46,0.3,0.7,0.8,84202.69669,22718.57836,60239.18702
v4488,2.22,0.58,0.3,0.7,0.2,98934.35715,20809.16201,51636.06999
v4489,2.22,0.1,0.4,0.7,0.2,115782.8759,14473.09588,4270.33473
v4490,2.7,0.1,0.4,0.7,0.8,119190.7578,14997.06857,7085.282183
v4491,2.7,0.46,0.2,0.34,0.8,96726.98895,21360.56859,57919.9788
v4492,0.3,0.58,0.1,0.1,0.6,64290.54534,24092.02865,70174.44803
v4493,1.74,0.22,0.1,0.7,0.6,101004.2895,18160.02488,18722.92396
v4494,1.26,0.34,0.2,0.58,0.6,91718.14096,20492.52329,33115.62875
v4495,2.22,0.58,0.5,0.34,0.2,96740.53646,20937.80098,51636.06999
v4496,0.3,0.34,0.1,0.7,0.2,82973.09544,20065.66567,23717.88606
v4497,2.7,0.7,0.3,0.58,0.6,94934.46171,22706.58325,87193.64966
v4498,1.26,0.7,0.6,0.34,0.8,81068.6346,23960.49089,98668.95962
v4499,0.3,0.46,0.4,0.7,0.8,79938.25474,23129.60179,60275.49823
v4500,2.7,0.7,0.1,0.1,0.8,83736.81101,23458.24815,98485.96391
v4501,1.26,0.7,0.2,0.1,0.8,71913.95884,24295.64474,98668.95962
v4502,1.74,0.1,0.5,0.1,0.4,103614.8865,14805.16198,5206.432496
v4503,2.7,0.22,0.4,0.34,0.4,109949.4442,16945.69089,16017.59584
v4504,0.78,0.58,0.4,0.46,0.4,81142.96893,22802.49327,60908.45549
v4505,2.22,0.1,0.1,0.34,0.8,105933.0587,14840.6539,7083.314384
v4506,1.26,0.22,0.1,0.58,0.2,96314.87551,17109.92372,12475.25884
v4507,2.7,0.7,0.1,0.46,0.8,89203.10477,23237.63138,98485.96391
v4508,2.7,0.46,0.2,0.1,0.8,92989.58856,21501.54205,57919.9788
v4509,1.74,0.1,0.6,0.7,0.8,112724.9373,15808.84339,7080.190147
v4510,1.26,0.1,0.2,0.22,0.8,95845.74916,15718.71312,6722.342581
v4511,0.78,0.22,0.5,0.46,0.4,94090.69671,18582.21873,15086.22993
v4512,0.78,0.7,0.3,0.46,0.8,73747.40453,24338.78605,98720.65804
v4513,1.74,0.7,0.2,0.58,0.8,83717.31264,23691.16838,98612.92166
v4514,1.74,0.7,0.1,0.22,0.6,78266.68458,23605.14202,87288.86797
v4515,2.7,0.34,0.4,0.34,0.4,105654.7605,18832.88282,29974.56331
v4516,1.74,0.22,0.2,0.1,0.8,93282.31289,18703.56087,21410.79434
v4517,1.74,0.1,0.3,0.1,0.6,100616.0434,14993.25281,6143.311322
v4518,0.3,0.34,0.2,0.34,0.2,79542.2707,20204.46699,23717.88606
v4519,1.26,0.34,0.6,0.22,0.8,91105.22901,21081.28785,37820.67863
v4520,1.74,0.34,0.6,0.46,0.8,99300.40992,20586.88038,39691.72485
v4521,0.3,0.46,0.5,0.34,0.8,76366.05649,23303.93883,60275.49823
v4522,0.78,0.34,0.5,0.46,0.8,88074.23715,21478.22245,37846.79911
v4523,1.26,0.58,0.3,0.1,0.8,76881.5023,23579.00307,79323.96246
v4524,2.22,0.22,0.1,0.34,0.2,102390.2874,16329.0494,13343.22645
v4525,0.3,0.34,0.3,0.7,0.8,82807.99826,21956.40434,37870.10687
v4526,2.7,0.58,0.6,0.34,0.6,99093.59681,21920.65,69972.57456
v4527,1.74,0.22,0.1,0.7,0.8,100462.0003,18571.58693,21410.79434
v4528,1.26,0.34,0.3,0.34,0.4,90869.20648,19947.97326,28410.57888
v4529,2.22,0.58,0.2,0.46,0.4,92721.48341,21699.07307,60828.18092
v4530,2.7,0.22,0.4,0.7,0.8,113509.8677,17908.36537,21375.87888
v4531,0.3,0.7,0.3,0.34,0.6,67818.30896,24423.24609,87405.44408
v4532,0.78,0.46,0.5,0.34,0.2,85713.50743,21115.81763,38894.5455
v4533,1.26,0.7,0.4,0.22,0.2,81174.68675,22635.33599,64654.77007
v4534,2.22,0.7,0.1,0.58,0.2,91202.09762,21813.89658,64625.55569
v4535,1.26,0.46,0.1,0.22,0.4,81996.53176,21553.12575,45989.50283
v4536,2.7,0.58,0.4,0.58,0.8,98789.89809,22250.60662,79148.77973
v4537,1.26,0.1,0.5,0.46,0.6,103693.0013,15778.12903,5813.199007
v4538,2.7,0.46,0.1,0.34,0.6,96170.38294,20933.81645,51013.60517
v4539,1.74,0.7,0.2,0.34,0.8,80370.00136,23831.06604,98612.92166
v4540,1.74,0.34,0.4,0.46,0.2,99802.22787,18743.15526,25168.39412
v4541,1.26,0.1,0.5,0.34,0.4,102370.3727,15328.50722,4904.055434
v4542,2.7,0.46,0.4,0.1,0.6,96690.36621,21012.15707,51013.60517
v4543,2.7,0.34,0.3,0.58,0.4,107631.5303,18767.27264,29974.56331
v4544,0.78,0.7,0.5,0.22,0.8,72968.71664,24394.76727,98720.65804
v4545,2.7,0.1,0.5,0.1,0.6,112178.4602,14510.82448,6147.130349
v4546,0.78,0.1,0.6,0.58,0.8,100852.9316,16705.22732,6717.56098
v4547,0.3,0.58,0.3,0.1,0.2,70271.62791,22836.09266,51687.45538
v4548,0.3,0.7,0.4,0.58,0.2,75708.64305,23228.71033,64679.61928
v4549,0.3,0.22,0.1,0.1,0.2,77948.82208,18156.80199,12480.05608
v4550,2.7,0.58,0.2,0.1,0.2,93129.51499,20737.68731,51620.16423
v4551,0.78,0.22,0.4,0.22,0.8,87764.2544,19710.86791,20302.85932
v4552,0.78,0.46,0.4,0.34,0.4,82960.55351,21888.03612,46009.42601
v4553,2.7,0.58,0.3,0.46,0.4,98312.16787,21333.15291,60796.36939
v4554,2.7,0.58,0.2,0.7,0.2,101705.9929,20484.43142,51620.16423
v4555,0.3,0.7,0.3,0.7,0.8,71467.63572,24541.0806,98768.35648
v4556,1.74,0.34,0.2,0.1,0.8,88481.42021,20800.46337,39691.72485
v4557,1.26,0.58,0.3,0.1,0.8,76881.5023,23579.00307,79323.96246
v4558,2.7,0.22,0.1,0.7,0.8,109380.7491,17806.6518,21375.87888
v4559,0.3,0.46,0.6,0.1,0.8,73917.66604,23432.3751,60275.49823
v4560,0.3,0.58,0.4,0.22,0.2,73624.28662,22715.44325,51687.45538
v4561,1.26,0.22,0.1,0.46,0.6,93007.03823,18579.27664,17686.57546
v4562,0.78,0.46,0.6,0.1,0.2,83266.82692,21235.13502,38894.5455
v4563,1.26,0.1,0.1,0.22,0.8,94364.43162,15605.81957,6722.342581
v4564,2.7,0.7,0.4,0.7,0.2,101141.2205,21362.77323,64609.02114
v4565,1.74,0.1,0.2,0.46,0.8,104388.022,15407.62658,7080.190147
v4566,1.26,0.1,0.5,0.7,0.8,106555.0243,16168.55605,6722.342581
v4567,1.26,0.1,0.4,0.58,0.4,104393.1423,15390.32484,4904.055434
v4568,2.7,0.22,0.5,0.1,0.8,106276.8508,17975.58804,21375.87888
v4569,0.3,0.34,0.3,0.7,0.4,84774.09938,20872.5521,28435.29299
v4570,0.3,0.58,0.5,0.46,0.8,74401.26177,24015.37365,79417.94435
v4571,2.7,0.58,0.5,0.22,0.2,99116.915,20655.76286,51620.16423
v4572,0.3,0.58,0.6,0.34,0.6,75147.34607,23684.46318,70174.44803
v4573,2.7,0.22,0.5,0.7,0.8,114771.7903,17935.00557,21375.87888
v4574,2.7,0.34,0.2,0.58,0.2,107439.0558,17932.77329,25150.9236
v4575,1.74,0.22,0.6,0.34,0.8,102335.0041,18748.96581,21410.79434
v4576,0.78,0.22,0.6,0.1,0.8,88437.77205,19778.12846,20302.85932
v4577,1.74,0.46,0.2,0.46,0.4,91906.96607,20964.93524,44157.80798
v4578,1.74,0.34,0.5,0.34,0.2,99399.2878,18785.60386,25168.39412
v4579,0.3,0.58,0.4,0.58,0.2,78787.31883,22505.05707,51687.45538
v4580,0.3,0.34,0.3,0.58,0.8,81242.13464,22021.94114,37870.10687
v4581,0.3,0.46,0.4,0.34,0.6,76087.89239,22946.75409,53151.53992
v4582,1.74,0.34,0.3,0.34,0.6,94457.69773,20221.57897,34850.61461
v4583,2.7,0.34,0.3,0.1,0.8,98787.51855,19983.88662,39621.84275
v4584,0.78,0.1,0.2,0.22,0.8,90348.08544,16287.14744,6717.56098
v4585,2.22,0.46,0.6,0.46,0.2,103169.8833,19791.98343,37214.11744
v4586,0.3,0.1,0.2,0.22,0.8,84362.22315,16974.67092,6712.226939
v4587,0.78,0.46,0.6,0.1,0.2,83266.82692,21235.13502,38894.5455
v4588,2.7,0.1,0.2,0.58,0.8,115022.4853,14770.69266,7085.282183
v4589,1.26,0.34,0.1,0.7,0.2,94034.01628,18975.10345,23705.529
v4590,2.7,0.34,0.5,0.22,0.2,106352.3272,18053.78899,25150.9236
v4591,2.7,0.46,0.3,0.34,0.4,100327.2309,20265.50995,44107.23154
v4592,0.3,0.1,0.1,0.22,0.8,82838.71782,16873.77643,6712.226939
v4593,1.74,0.46,0.5,0.1,0.8,88320.72568,22170.48727,58021.13167
v4594,0.78,0.1,0.2,0.7,0.4,97813.60044,15697.26544,4901.664633
v4595,2.22,0.46,0.5,0.22,0.4,96981.81549,20655.13479,44133.7506
v4596,2.7,0.22,0.6,0.1,0.6,107957.7877,17634.5974,18696.73736
v4597,2.22,0.1,0.1,0.34,0.8,105933.0587,14840.6539,7083.314384
v4598,2.7,0.1,0.2,0.58,0.4,115502.7963,14311.43673,5208.978514
v4599,2.22,0.7,0.6,0.22,0.6,89600.76557,23074.05535,87243.25331
v4600,1.26,0.46,0.4,0.1,0.8,82138.33303,22614.68884,60199.34066
v4601,2.22,0.7,0.6,0.22,0.6,89600.76557,23074.05535,87243.25331
v4602,1.74,0.46,0.1,0.22,0.8,84604.41493,22229.36113,58021.13167
v4603,1.26,0.46,0.5,0.1,0.4,85757.16786,21539.08941,45989.50283
v4604,1.74,0.46,0.4,0.1,0.8,86997.57455,22202.09273,58021.13167
v4605,1.26,0.34,0.6,0.7,0.8,97803.61574,20853.64186,37820.67863
v4606,2.22,0.58,0.5,0.22,0.6,91885.02941,22335.03291,70020.29186
v4607,2.7,0.34,0.2,0.22,0.4,101117.3648,18815.00203,29974.56331
v4608,1.74,0.34,0.1,0.34,0.8,90749.58247,20689.01112,39691.72485
v4609,0.3,0.22,0.6,0.46,0.2,90458.13893,18415.07608,12480.05608
v4610,0.78,0.46,0.6,0.22,0.4,83763.16273,21911.8292,46009.42601
v4611,2.22,0.1,0.3,0.34,0.2,109684.6864,14117.2916,4270.33473
v4612,2.7,0.46,0.6,0.1,0.2,101991.3271,19554.4256,37200.85791
v4613,0.78,0.7,0.1,0.46,0.8,70783.37268,24436.37171,98720.65804
v4614,1.74,0.58,0.4,0.34,0.6,87930.77184,22638.01222,70063.94343
v4615,1.74,0.58,0.1,0.46,0.4,86751.50197,22108.47656,60857.28197
v4616,2.7,0.58,0.5,0.7,0.4,104103.1225,21186.22272,60796.36939
v4617,0.3,0.7,0.3,0.58,0.6,71147.83635,24282.54807,87405.44408
v4618,0.78,0.34,0.1,0.34,0.4,82609.4406,20454.0194,28423.63911
v4619,1.26,0.46,0.5,0.46,0.6,89949.1292,21924.92614,53094.42174
v4620,0.3,0.22,0.6,0.22,0.8,84535.99686,20354.77829,20311.42272
v4621,0.78,0.7,0.4,0.7,0.8,78283.92719,24164.49033,98720.65804
v4622,2.7,0.7,0.4,0.7,0.8,96612.26811,22977.45466,98485.96391
v4623,0.3,0.58,0.4,0.46,0.8,73059.95172,24060.46838,79417.94435
v4624,2.7,0.58,0.6,0.58,0.8,101325.788,22185.92379,79148.77973
v4625,0.78,0.22,0.2,0.34,0.6,87424.26305,19167.13549,17694.54463
v4626,1.26,0.34,0.6,0.22,0.2,94193.4772,19196.02898,23705.529
v4627,2.7,0.7,0.3,0.34,0.2,94942.24161,21549.46097,64609.02114
v4628,0.3,0.34,0.5,0.22,0.6,79684.04462,21705.97128,33152.69993
v4629,1.74,0.1,0.2,0.1,0.8,98969.46022,15186.24907,7080.190147
v4630,0.3,0.58,0.5,0.34,0.4,75212.85839,23264.97872,60930.95171
v4631,2.7,0.34,0.1,0.7,0.4,106330.4847,18701.23405,29974.56331
v4632,2.22,0.58,0.3,0.22,0.6,89201.06875,22408.36791,70020.29186
v4633,2.7,0.46,0.2,0.7,0.6,102531.4362,20762.62052,51013.60517
v4634,1.74,0.7,0.3,0.1,0.6,79305.02903,23587.09921,87288.86797
v4635,0.78,0.34,0.6,0.34,0.6,88493.73845,21065.80557,33135.21911
v4636,1.74,0.46,0.5,0.58,0.8,95394.26835,21888.57419,58021.13167
v4637,0.78,0.58,0.2,0.22,0.2,76337.17858,22313.81197,51676.20727
v4638,2.7,0.1,0.5,0.1,0.4,112524.4754,14223.85459,5208.978514
v4639,2.22,0.7,0.4,0.1,0.2,88447.0032,21984.73948,64625.55569
v4640,2.7,0.1,0.1,0.34,0.8,110312.3239,14513.91661,7085.282183
v4641,0.78,0.46,0.5,0.34,0.6,83046.74503,22438.75448,53124.30651
v4642,1.26,0.58,0.3,0.22,0.4,81361.21848,22578.31493,60883.96076
v4643,2.7,0.7,0.6,0.46,0.8,96000.54687,23024.14289,98485.96391
v4644,1.26,0.7,0.1,0.22,0.6,73525.48664,23926.7736,87330.89644
v4645,2.7,0.34,0.3,0.22,0.8,100702.64,19936.20571,39621.84275
v4646,1.26,0.7,0.3,0.7,0.2,86466.65361,22408.50138,64654.77007
v4647,1.26,0.34,0.5,0.34,0.4,93556.74843,19960.93266,28410.57888
v4648,2.7,0.58,0.4,0.22,0.8,93653.55895,22455.22827,79148.77973
v4649,1.26,0.1,0.2,0.1,0.8,93923.14568,15644.12506,6722.342581
v4650,2.7,0.1,0.2,0.34,0.2,112614.3996,13782.1907,4270.826679
v4651,1.74,0.46,0.1,0.34,0.2,90139.98231,20197.02572,37226.14613
v4652,1.26,0.46,0.2,0.7,0.8,88001.65977,22324.75365,60199.34066
v4653,2.7,0.22,0.2,0.58,0.8,109286.2082,17850.35462,21375.87888
v4654,2.7,0.1,0.1,0.34,0.2,111190.3531,13660.51913,4270.826679
v4655,2.22,0.34,0.1,0.58,0.4,100548.8563,19078.05777,29993.06228
v4656,2.7,0.1,0.1,0.7,0.2,115980.4635,13948.93638,4270.826679
v4657,0.3,0.34,0.2,0.46,0.4,80105.37816,20991.17384,28435.29299
v4658,0.78,0.34,0.5,0.1,0.4,84546.7235,20580.50805,28423.63911
v4659,2.7,0.7,0.6,0.46,0.8,96000.54687,23024.14289,98485.96391
v4660,0.78,0.46,0.1,0.58,0.6,80721.8116,22444.8744,53124.30651
v4661,2.22,0.1,0.3,0.58,0.8,112047.5782,15176.57941,7083.314384
v4662,1.74,0.34,0.2,0.58,0.8,95601.87302,20570.10509,39691.72485
v4663,1.74,0.7,0.3,0.46,0.8,83519.43802,23710.96937,98612.92166
v4664,2.7,0.58,0.3,0.7,0.8,98984.4532,22226.13815,79148.77973
v4665,2.22,0.58,0.1,0.1,0.8,83227.57336,22980.05402,79212.40279
v4666,2.7,0.34,0.1,0.58,0.8,102987.966,19814.60339,39621.84275
v4667,0.78,0.22,0.4,0.34,0.6,90244.3629,19215.3037,17694.54463
v4668,2.7,0.34,0.3,0.1,0.2,101833.4726,17988.11757,25150.9236
v4669,2.7,0.58,0.3,0.34,0.2,98257.73288,20617.62785,51620.16423
v4670,0.78,0.1,0.1,0.46,0.6,92750.38076,15905.48052,5809.612806
v4671,2.22,0.1,0.1,0.34,0.2,106871.9619,13881.11562,4270.33473
v4672,2.22,0.1,0.4,0.1,0.4,106955.5113,14400.33992,5207.994614
v4673,2.7,0.22,0.6,0.1,0.8,107508.1012,18003.86135,21375.87888
v4674,0.3,0.58,0.6,0.46,0.6,76860.07737,23610.29137,70174.44803
v4675,2.7,0.7,0.1,0.1,0.2,88309.8476,21739.85482,64609.02114
v4676,2.7,0.46,0.1,0.1,0.8,91502.86548,21528.70833,57919.9788
v4677,2.7,0.46,0.2,0.34,0.6,97644.78647,20917.73272,51013.60517
v4678,2.22,0.22,0.1,0.58,0.6,104032.9561,17775.68515,18711.05373
v4679,2.22,0.22,0.1,0.46,0.8,101912.0261,18180.77029,21394.96737
v4680,2.22,0.7,0.6,0.7,0.2,99550.60172,21631.06957,64625.55569
v4681,2.7,0.7,0.3,0.7,0.8,95263.88802,23019.29615,98485.96391
v4682,2.7,0.46,0.6,0.22,0.2,103879.5426,19515.31622,37200.85791
v4683,2.7,0.58,0.3,0.58,0.6,98523.55521,21877.94271,69972.57456
v4684,2.7,0.34,0.6,0.46,0.8,108068.647,19852.92916,39621.84275
v4685,0.78,0.46,0.2,0.34,0.8,77812.62276,22974.72421,60239.18702
v4686,1.26,0.58,0.1,0.58,0.2,85193.55889,21681.3472,51663.95991
v4687,2.7,0.46,0.4,0.1,0.8,95770.47999,21451.5239,57919.9788
v4688,0.3,0.46,0.3,0.58,0.8,76986.65216,23243.691,60275.49823
v4689,2.7,0.22,0.2,0.1,0.8,102256.6843,17872.7919,21375.87888
v4690,1.74,0.46,0.4,0.1,0.8,86997.57455,22202.09273,58021.13167
v4691,0.3,0.22,0.3,0.58,0.8,85739.49056,20191.53616,20311.42272
v4692,1.74,0.34,0.1,0.46,0.6,93271.82952,20176.15704,34850.61461
v4693,2.22,0.58,0.4,0.46,0.4,95504.10861,21644.49043,60828.18092
v4694,1.26,0.7,0.5,0.34,0.2,84308.70564,22528.26568,64654.77007
v4695,1.74,0.1,0.2,0.34,0.2,103687.2231,14275.32407,4269.55367
v4696,2.22,0.46,0.4,0.1,0.8,91535.33987,21812.71684,57973.01691
v4697,2.7,0.22,0.5,0.46,0.6,112088.8914,17600.94701,18696.73736
v4698,1.74,0.34,0.2,0.34,0.8,92241.18462,20676.23454,39691.72485
v4699,1.74,0.22,0.3,0.22,0.6,97180.7042,18279.15545,18722.92396
v4700,2.7,0.46,0.3,0.7,0.4,105187.9313,20139.63637,44107.23154
v4701,1.26,0.22,0.3,0.34,0.8,93599.6975,19108.7634,20292.23376
v4702,2.22,0.34,0.5,0.46,0.8,102597.1714,20200.43215,39658.84068
v4703,0.3,0.22,0.2,0.46,0.8,82634.67964,20235.0719,20311.42272
v4704,0.3,0.46,0.3,0.1,0.8,69843.09762,23567.61956,60275.49823
v4705,0.3,0.1,0.6,0.1,0.6,88271.57408,16778.79514,5805.612276
v4706,1.74,0.1,0.5,0.46,0.2,109367.6122,14662.26236,4269.55367
v4707,1.26,0.22,0.3,0.34,0.8,93599.6975,19108.7634,20292.23376
v4708,1.74,0.46,0.2,0.34,0.8,87936.51999,22118.5798,58021.13167
v4709,1.74,0.1,0.6,0.1,0.8,104247.454,15528.01266,7080.190147
v4710,1.26,0.22,0.3,0.58,0.4,98355.26147,17996.84169,15080.91715
v4711,1.26,0.1,0.5,0.34,0.8,101711.6715,16028.5773,6722.342581
v4712,2.7,0.22,0.2,0.46,0.8,107671.4886,17854.51654,21375.87888
v4713,1.26,0.46,0.3,0.1,0.4,83032.25577,21580.81157,45989.50283
v4714,2.7,0.58,0.1,0.22,0.8,89384.36227,22576.48733,79148.77973
v4715,1.26,0.1,0.6,0.22,0.8,101158.9155,16037.93789,6722.342581
v4716,2.7,0.46,0.2,0.58,0.6,100987.313,20810.34492,51013.60517
v4717,1.26,0.34,0.6,0.58,0.8,96259.27093,20903.31182,37820.67863
v4718,0.3,0.22,0.6,0.46,0.8,88091.79848,20249.01291,20311.42272
v4719,1.26,0.7,0.2,0.1,0.2,76398.33548,22797.2095,64654.77007
v4720,2.22,0.58,0.4,0.58,0.8,94613.23906,22558.97326,79212.40279
v4721,0.78,0.22,0.6,0.22,0.4,91832.08369,18643.69316,15086.22993
v4722,1.26,0.22,0.6,0.1,0.4,95224.49081,18124.74752,15080.91715
v4723,1.26,0.1,0.2,0.22,0.6,96133.99372,15378.54634,5813.199007
v4724,1.74,0.1,0.3,0.22,0.8,102280.0845,15365.05517,7080.190147
v4725,0.3,0.22,0.3,0.34,0.4,83875.14217,19133.67355,15090.51163
v4726,1.26,0.7,0.2,0.58,0.2,83481.02474,22507.26595,64654.77007
v4727,0.3,0.1,0.2,0.58,0.8,89588.19763,17076.77854,6712.226939
v4728,2.22,0.58,0.6,0.22,0.2,96202.85094,20984.73391,51636.06999
v4729,1.26,0.46,0.3,0.1,0.8,80745.69402,22652.71108,60199.34066
